Posição,Jogador,País,Posição Campo,Assistências,Finalizações certas,Finalizações,Finalizações convertidas Porcentagem (%),Chutes na área,Chutes fora da área,Cabeceios a gol,GE,Eficiência em GE,Escanteios
97,Garry Rodrigues,CPV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Yukinari Sugawara,JPN,DF,0,1,1,0,1,0,0,0.07,0x,0
97,Salem Aldawsari,KSA,FW,0,1,2,0,0,2,0,0.04,0x,0
97,Deroy Duarte,CPV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Castrop Jens,KOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mehdi Taremi,IRN,FW,0,1,3,0,2,1,1,0.26,0x,0
97,Mustafa Saadoon,IRQ,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ahmed Qasem,IRQ,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Saleh Hardani,IRN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Samir Chergui,ALG,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Rebin Sulaka,IRQ,DF,0,0,1,0,1,0,0,0.07,0x,0
97,Aaron Wan Bissaka,COD,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Son Heungmin,KOR,FW,0,1,7,0,4,3,0,0.81,0x,3
97,Aymen Hussein,IRQ,FW,0,1,3,33,3,0,3,0.18,5.42x,0
97,Almoez Ali,QAT,FW,0,1,1,0,1,0,1,0.05,0x,0
97,Rafik Belghali,ALG,DF,0,0,1,0,0,1,0,0.01,0x,0
97,Amirmohammad Razaghinia,IRN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Assim Madibo,QAT,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Merchas Doski,IRQ,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Majrashi,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Luca Zidane,ALG,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Tsuyoshi Watanabe,JPN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohamed Amine Tougai,ALG,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Anas Badawi,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Aaron Tshibola,COD,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Matthieu Epolo,COD,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Nadhir Benbouali,ALG,FW,0,2,2,50,2,0,2,0.16,6.14x,0
97,Akram Afif,QAT,FW,0,0,2,0,1,1,0,0.16,0x,7
97,Hussein Ali,IRQ,DF,0,0,1,0,1,0,0,0.01,0x,0
97,Willy Semedo,CPV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ao Tanaka,JPN,MF,0,0,1,0,0,1,0,0.04,0x,0
97,Helio Varela,CPV,MF,0,1,1,100,0,1,0,0.17,5.97x,0
97,Kento Shiogai,JPN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Nour Baniateyah,JOR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Joris Kayembe,COD,DF,0,0,1,0,0,1,0,0.0,0x,0
97,Keisuke Goto,JPN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Stopira,CPV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Alireza Beiranvand,IRN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ramiz Zerrouki,ALG,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Issa Laye,QAT,DF,0,0,1,0,1,0,1,0.07,0x,0
97,Mohammed Muntari,QAT,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ramy Bensebaini,ALG,DF,0,0,1,0,1,0,1,0.03,0x,0
97,Lee Taeseok,KOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Akam Hashim,IRQ,DF,0,0,1,0,0,1,0,0.03,0x,0
97,Mohanad Ali,IRQ,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Boualem Khoukhi,QAT,DF,0,0,2,0,0,2,0,0.07,0x,0
97,Gael Kakuta,COD,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Abdulaziz Hatem,QAT,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Pico Lopes,CPV,DF,0,0,1,0,1,0,1,0.09,0x,0
97,Hossein Hosseini,IRN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Nuno Da Costa,CPV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Husam Abudahab,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Fares Ghedjemis,ALG,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Alireza Jahanbakhsh,IRN,MF,0,0,1,0,1,0,0,0.04,0x,0
97,Amine Gouiri,ALG,FW,0,2,3,33,2,1,0,0.62,1.61x,0
97,Kevin Pina,CPV,MF,0,1,2,50,0,2,0,0.04,23.55x,0
97,Diney Borges,CPV,DF,0,1,2,0,1,1,1,0.13,0x,0
97,Mohammad Ghorbani,IRN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ibrahim Maza,ALG,MF,0,2,5,0,3,2,1,0.47,0x,0
97,Marko Farji,IRQ,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammad Mohebbi,IRN,MF,0,1,2,50,2,0,1,0.24,4.15x,0
97,Houssem Aouar,ALG,MF,0,0,1,0,0,1,0,0.06,0x,0
97,Khalid Alghannam,KSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Takehiro Tomiyasu,JPN,DF,0,0,1,0,1,0,0,0.2,0x,0
97,Meschack Elia,COD,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Lee Donggyeong,KOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ayoub Aloui,QAT,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Saleh Alshehri,KSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Lucas Mendes,QAT,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Cj Dos Santos,CPV,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Chancel Mbemba,COD,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Karim Boudiaf,QAT,MF,0,0,1,0,0,1,0,0.02,0x,0
97,Zaid Ismael,IRQ,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Noah Sadiki,COD,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Jo Hyeonwoo,KOR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Hassan Kadish,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Lee Jaesung,KOR,MF,0,1,2,0,2,0,1,0.14,0x,0
97,Tomoki Hayakawa,JPN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Saeid Ezatolahi,IRN,MF,0,2,4,0,1,3,1,0.19,0x,0
97,Abdullah Alkhaibari,KSA,MF,0,0,1,0,0,1,0,0.01,0x,0
97,Rayan Ait Nouri,ALG,DF,0,0,1,0,1,0,0,0.02,0x,0
97,Hiroki Ito,JPN,DF,0,0,1,0,0,1,0,0.04,0x,0
97,Paik Seungho,KOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammad Abualnadi,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Dylan Batubinsika,COD,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Seol Youngwoo,KOR,DF,0,0,2,0,1,1,0,0.03,0x,0
97,Arya Yousefi,IRN,DF,0,1,1,0,1,0,0,0.06,0x,0
97,Park Jinseob,KOR,DF,0,1,1,0,1,0,1,0.24,0x,0
97,Ahmed Alaaeldin,QAT,FW,0,1,1,0,1,0,0,0.13,0x,0
97,Ahmed Maknazi,IRQ,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammed Alowais,KSA,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mohamed Manai,QAT,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Fahad Talib,IRQ,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Shoja Khalilzadeh,IRN,DF,0,0,1,0,1,0,1,0.08,0x,0
97,Mohamed Amoura,ALG,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Kevin Yakob,IRQ,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Alipour,IRN,FW,0,0,1,0,1,0,0,0.04,0x,0
97,Aiman Yahya,KSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Jaouen Hadjam,ALG,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Shogo Taniguchi,JPN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mahmoud Almardi,JOR,FW,0,1,1,0,1,0,0,0.02,0x,0
97,Cho Guesung,KOR,FW,0,1,2,0,2,0,2,0.51,0x,0
97,Theo Bongonda,COD,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Melvin Mastil,ALG,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ayumu Seko,JPN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Hassan Altambakti,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Tahsin Mohammed,QAT,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ahmed Basil,IRQ,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ehsan Hajisafi,IRN,DF,0,0,1,0,0,1,0,0.08,0x,0
97,Song Bumkeun,KOR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Nawaf Bu Washl,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Moteb Alharbi,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Cho Wije,KOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Yuito Suzuki,JPN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Azaizeh,JOR,FW,0,0,1,0,0,1,0,0.01,0x,0
97,Alhashmi Alhussein,QAT,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Simon Banza,COD,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Saman Ghoddos,IRN,MF,0,0,2,0,1,1,0,0.02,0x,0
97,Ibrahim Bayesh,IRQ,MF,0,0,1,0,1,0,0,0.45,0x,0
97,Payam Niazmand,IRN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Hassan Alhaydos,QAT,FW,0,1,1,100,1,0,0,0.66,1.51x,0
97,Steven Moreira,CPV,DF,0,0,1,0,1,0,0,0.0,0x,0
97,Ali Lajami,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Danial Iri,IRN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Vozinha,CPV,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammad Abuhasheesh,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Kim Jingyu,KOR,MF,0,0,1,0,0,1,0,0.01,0x,0
97,Samuel Moutoussamy,COD,MF,0,0,3,0,0,3,0,0.13,0x,0
97,Brian Cipenga,COD,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ahmed Fathy,QAT,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammad Abughoush,JOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Munaf Younus,IRQ,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Shuto Machino,JPN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Junnosuke Suzuki,JPN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Roozbeh Cheshmi,IRN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Bae Junho,KOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Olwan,JOR,FW,0,3,6,17,4,2,1,0.25,3.93x,0
97,Musab Aljuwayr,KSA,MF,0,0,0,0,0,0,0,0.0,0x,5
97,Saleem Obaid,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Fares Chaibi,ALG,MF,0,1,5,0,3,2,1,0.32,0x,4
97,Nasser Aldawsari,KSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Axel Tuanzebe,COD,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Amer Jamous,JOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Dennis Dargahi,IRN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Anis Hadj Moussa,ALG,FW,0,1,2,0,2,0,0,0.15,0x,4
97,Jassem Gaber,QAT,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Zaid Tahseen,IRQ,DF,0,0,2,0,1,1,1,0.21,0x,0
97,Kim Taehyeon,KOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Abdullah Alhamddan,KSA,FW,0,1,1,0,0,1,0,0.05,0x,0
97,Amirhossein Hosseinzadeh,IRN,FW,0,0,1,0,1,0,0,0.09,0x,0
97,Ziyad Aljohani,KSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ehsan Haddad,JOR,DF,0,0,1,0,1,0,0,0.03,0x,0
97,Mohamed Kanno,KSA,MF,0,1,2,0,1,1,1,0.06,0x,0
97,Charles Pickel,COD,MF,0,0,1,0,1,0,0,0.1,0x,0
97,Marcio Rosa,CPV,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Yusuf Abdurisag,QAT,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Zidane Iqbal,IRQ,MF,0,0,0,0,0,0,0,0.0,0x,1
97,Daizen Maeda,JPN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Jehad Thikri,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Abdallah Nasib,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Edo Kayembe,COD,MF,0,1,2,0,0,2,0,0.1,0x,0
97,Ali Nemati,IRN,DF,0,0,1,0,1,0,0,0.06,0x,0
97,Hwang Heechan,KOR,MF,0,0,1,0,0,1,0,0.01,0x,0
97,Adil Boulbina,ALG,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Gedeon Kalulu,COD,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Salah Zakaria,QAT,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Timothy Fayulu,COD,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Hicham Boudaoui,ALG,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Sidny Lopes Cabral,CPV,DF,0,0,2,0,0,2,0,0.03,0x,3
97,Odeh Fakhoury,JOR,FW,0,1,1,0,0,1,0,0.05,0x,2
97,Ritsu Doan,JPN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Mehdi Ghayedi,IRN,FW,0,0,1,0,0,1,0,0.05,0x,1
97,Ali Yousif,IRQ,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Shahriyar Moghanloo,IRN,FW,0,0,3,0,2,1,1,0.51,0x,0
97,Sultan Mandash,KSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Feras Albrikan,KSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Lionel Mpasi,COD,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Saed Alrosan,JOR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Oh Hyeongyu,KOR,FW,0,2,4,25,4,0,2,0.6,1.67x,0
97,Mahmoud Abunada,QAT,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ngalayel Mukau,COD,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Yoane Wissa,COD,FW,0,1,3,33,2,1,1,0.24,4.12x,0
97,Homam Ahmed,QAT,DF,0,0,1,0,0,1,0,0.0,0x,0
97,Saud Abdulhamid,KSA,DF,0,0,1,0,0,1,0,0.09,0x,0
97,Ibrahim Sadeh,JOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Milad Mohammadi,IRN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Alhamadi,IRQ,FW,0,0,6,0,4,2,2,0.95,0x,0
97,Keisuke Osako,JPN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammed Abu Alshamat,KSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohammad Abuzraiq,JOR,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Steve Kapuadi,COD,DF,0,0,1,0,1,0,1,0.08,0x,0
97,Logan Costa,CPV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Kim Seunggyu,KOR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Nathanael Mbuku,COD,MF,0,1,1,0,0,1,0,0.06,0x,2
97,Yang Hyunjun,KOR,MF,0,1,1,0,1,0,0,0.19,0x,0
97,Junya Ito,JPN,MF,0,1,2,50,2,0,0,0.65,1.53x,8
97,Daichi Kamada,JPN,MF,0,0,0,0,0,0,0,0.0,0x,1
97,Ahmed Alganehi,QAT,MF,0,0,1,0,0,1,0,0.05,0x,2
97,Frans Putros,IRQ,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ryan Mendes,CPV,FW,0,0,3,0,1,2,0,0.02,0x,0
97,Achref Abada,ALG,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Nawaf Alaqidi,KSA,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Oussama Benbot,ALG,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mehdi Torabi,IRN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Eom Jisung,KOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ala Alhajji,KSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Rajaei Ayed,JOR,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Nizar Alrashdan,JOR,MF,0,1,2,50,2,0,1,0.23,4.3x,0
97,Zion Suzuki,JPN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Yassine Titraoui,ALG,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Abdallah Alfakhori,JOR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Zineddine Belaid,ALG,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Meshaal Barsham,QAT,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Jasim,IRQ,FW,0,0,0,0,0,0,0,0.0,0x,1
97,Fiston Mayele,COD,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Cedric Bakambu,COD,FW,0,0,3,0,1,2,1,0.24,0x,0
97,Pedro Miguel,QAT,DF,0,1,3,0,2,1,0,0.23,0x,0
97,Ismaila Sarr,SEN,FW,0,3,9,22,8,1,1,1.87,1.07x,0
97,Ime Okon,RSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Thapelo Maseko,RSA,FW,0,1,8,13,4,4,0,0.47,2.13x,1
97,Mamadou Sarr,SEN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Kelvin Pires,CPV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Dayne St Clair,CAN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Alphonso Davies,CAN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Richie Laryea,CAN,DF,0,1,2,0,1,1,0,0.34,0x,0
97,Raed Chikhaoui,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Firas Chaouat,TUN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Franck Kessie,CIV,MF,0,1,2,50,2,0,0,0.53,1.89x,0
97,Pape Matar Sarr,SEN,MF,0,0,2,0,0,2,0,0.04,0x,0
97,Moise Bombito,CAN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Khalil Ayari,TUN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Alfie Jones,CAN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Omar Marmoush,EGY,FW,0,1,8,0,6,2,0,0.28,0x,1
97,Owen Goodman,CAN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mory Diaw,SEN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mohanad Lashin,EGY,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Evann Guessand,CIV,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Markhus Lacroix,HAI,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Hannes Delcroix,HAI,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Jerome Opoku,GHA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Mohamed Amine Ben Hmida,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Liam Millar,CAN,MF,0,0,1,0,1,0,1,0.04,0x,0
97,Chemsdine Talbi,MAR,MF,0,0,2,0,1,1,0,0.05,0x,0
97,Maxime Crepeau,CAN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Benjamin Asare,GHA,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Yan Diomande,CIV,FW,0,0,3,0,2,1,0,0.18,0x,1
97,Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Wagner Pina,CPV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Jonas Adjetey,GHA,DF,0,1,2,0,2,0,2,0.1,0x,0
97,Bara Sapoko Ndiaye,SEN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ahmed Fatouh,EGY,DF,0,1,1,0,1,0,0,0.13,0x,0
97,Garven Metusala,HAI,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Jayden Adams,RSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Hamdy Fathy,EGY,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Montassar Talbi,TUN,DF,0,0,1,0,1,0,1,0.08,0x,0
97,Marvin Senaya,GHA,DF,0,0,1,0,1,0,0,0.09,0x,0
97,Ayoube Amaimouni,MAR,FW,0,1,2,0,2,0,0,0.29,0x,0
97,Ghislain Konan,CIV,DF,0,0,2,0,1,1,0,0.18,0x,0
97,Christopher Operi,CIV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Sphephelo Sithole,RSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Evan Ndicka,CIV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Cherif Ndiaye,SEN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Pape Gueye,SEN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Caleb Yirenkyi,GHA,MF,0,1,2,50,2,0,0,0.75,1.33x,0
97,Habib Diarra,SEN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Kalidou Koulibaly,SEN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ismael Kone,CAN,MF,0,0,2,0,1,1,0,0.04,0x,0
97,Derek Cornelius,CAN,DF,0,0,4,0,4,0,3,0.4,0x,0
97,Bilal El Khannouss,MAR,MF,0,3,5,0,2,3,1,0.27,0x,2
97,Redouane Halhal,MAR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ali Ahmed,CAN,FW,0,1,3,0,1,2,0,0.29,0x,2
97,Haissem Hassan,EGY,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ernest Nuamah,GHA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Themba Zwane,RSA,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Gilson Benchimol,CPV,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Samukele Kabini,RSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ellyes Skhiri,TUN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Niko Sigur,CAN,DF,0,0,1,0,0,1,0,0.04,0x,0
97,Hossam Abdelmaguid,EGY,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Aubrey Modiba,RSA,DF,0,1,5,0,1,4,0,0.12,0x,2
97,Woodensky Pierre,HAI,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Sebastian Tounekti,TUN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Evidence Makgopa,RSA,FW,0,3,4,0,4,0,2,0.42,0x,0
97,Joao Paulo,CPV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Odilon Kossounou,CIV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Adam Arous,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Abdoulaye Seck,SEN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Zizo,EGY,FW,0,1,2,0,1,1,0,0.09,0x,1
97,Antoine Mendy,SEN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Alistair Johnston,CAN,DF,0,2,4,0,3,1,1,0.17,0x,2
97,Carl Sainte,HAI,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ismail Jakobs,SEN,DF,0,0,0,0,0,0,0,0.0,0x,3
97,Tani Oluwaseyi,CAN,FW,0,1,3,0,3,0,1,0.38,0x,0
97,Kamogelo Sebelebele,RSA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Yasser Ibrahim,EGY,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ricardo Goss,RSA,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Simon Adingra,CIV,FW,0,0,0,0,0,0,0,0.0,0x,1
97,Inaki Williams,GHA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Thabang Matuludi,RSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Bamba Dieng,SEN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ibrahim Sangare,CIV,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Ramy Rabia,EGY,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Telmo Arcanjo,CPV,MF,0,0,0,0,0,0,0,0.0,0x,1
97,Ayoub El Kaabi,MAR,FW,0,2,3,0,3,0,0,0.31,0x,0
97,Ousmane Diomande,CIV,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Kojo Peprah Oppong,GHA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Moutaz Neffati,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Wilguens Paugain,HAI,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Martin Experience,HAI,DF,0,0,1,0,0,1,0,0.01,0x,0
97,Dylan Bronn,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Josue Duverger,HAI,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Mostafa Shoubir,EGY,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Nkosinathi Sibisi,RSA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Yahia Fofana,CIV,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Tarek Alaa,EGY,DF,0,0,0,0,0,0,0,0.0,0x,0
97,El Hadji Malick Diouf,SEN,DF,0,0,0,0,0,0,0,0.0,0x,4
97,Yan Valery,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Abdul Mumin,GHA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Kamaldeen Sulemana,GHA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Yassin Fortune,HAI,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Rani Khedira,TUN,MF,0,0,1,0,0,1,0,0.06,0x,0
97,Cyle Larin,CAN,FW,0,4,9,22,9,0,3,1.27,1.58x,0
97,Amad Diallo,CIV,FW,0,2,3,33,2,1,0,0.66,1.5x,2
97,Oumar Diakite,CIV,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Tajon Buchanan,CAN,FW,0,1,4,0,2,2,0,0.5,0x,1
97,Carlens Arcus,HAI,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Teboho Mokoena,RSA,MF,0,1,2,50,1,1,0,0.79,1.26x,0
97,Edouard Mendy,SEN,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Christ Inao Oulai,CIV,MF,0,0,2,0,1,1,0,0.13,0x,0
97,Yassine Bounou,MAR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Azzedine Ounahi,MAR,MF,0,0,1,0,0,1,0,0.0,0x,1
97,Nicolas Pepe,CIV,FW,0,0,2,0,1,1,0,0.43,0x,2
