Posição,Jogador,País,Posição Campo,Faltas cometidas,Faltas sofridas,Cartões amarelos,Cartões vermelhos,Cartões vermelhos indiretos,Impedimentos
324,Guillermo Varela,URU,DF,1,0,0,0,0,0
324,Junior Alonso,PAR,DF,1,3,1,0,0,1
324,Julian Alvarez,ARG,FW,1,0,0,0,0,0
324,Luis Chavez,MEX,MF,1,0,0,0,0,0
324,Johan Mojica,COL,DF,1,3,1,0,0,0
324,Ederson Silva,BRA,MF,1,0,0,0,0,0
324,Gabriel Magalhaes,BRA,DF,1,3,0,0,0,0
324,Gonzalo Montiel,ARG,DF,1,0,0,0,0,0
324,Israel Reyes,MEX,DF,1,0,0,0,0,0
324,Luis Suarez,COL,FW,1,4,0,0,0,1
324,Nahuel Molina,ARG,DF,1,0,0,0,0,0
324,Jhon Arias,COL,MF,1,1,0,0,0,0
324,Endrick,BRA,FW,1,0,0,0,0,1
324,Lisandro Martinez,ARG,DF,1,0,0,0,0,0
324,Alex Arce,PAR,FW,1,0,1,0,0,0
324,Luis Romo,MEX,MF,1,2,0,0,0,0
324,Ayoub El Kaabi,MAR,FW,1,1,0,0,0,3
324,Zizo,EGY,FW,1,0,0,0,0,0
324,Issa Diop,MAR,DF,1,0,1,0,0,0
324,Elias Saad,TUN,FW,1,3,0,0,0,1
324,Mbekezeli Mbokazi,RSA,DF,1,2,0,0,0,1
324,Evann Guessand,CIV,FW,1,0,0,0,0,0
324,Themba Zwane,RSA,MF,1,0,0,1,0,0
324,Ange Yoan Bonny,CIV,FW,1,2,0,0,0,0
324,Kamaldeen Sulemana,GHA,FW,1,1,0,0,0,1
324,Dylan Bronn,TUN,DF,1,0,0,0,0,0
324,Mohamed Hany,EGY,DF,1,0,0,0,0,0
324,Nkosinathi Sibisi,RSA,DF,1,0,1,0,0,0
324,Anass Salah Eddine,MAR,DF,1,1,0,0,0,0
324,Redouane Halhal,MAR,DF,1,3,0,0,0,1
324,Jerome Opoku,GHA,DF,1,3,0,0,0,0
324,Yannick Semedo,CPV,MF,1,1,0,0,0,0
324,Sofyan Amrabat,MAR,MF,1,1,0,0,0,0
324,Emam Ashour,EGY,MF,1,6,0,0,0,0
324,Kamogelo Sebelebele,RSA,FW,1,0,0,0,0,0
324,Pathe Ciss,SEN,MF,1,0,0,0,0,0
324,Trezeguet,EGY,FW,1,0,0,0,0,0
324,Rani Khedira,TUN,MF,1,0,1,0,0,0
324,Ismael Kone,CAN,MF,1,3,0,0,0,0
324,Pape Gueye,SEN,MF,1,0,0,0,0,0
324,Pape Matar Sarr,SEN,MF,1,0,0,0,0,0
324,Thomas Partey,GHA,MF,1,1,0,0,0,0
324,Gessime Yassine,MAR,MF,1,1,0,0,0,0
324,Brahim Diaz,MAR,FW,1,7,0,0,0,0
324,Sebastian Tounekti,TUN,MF,1,0,0,0,0,0
324,Oswin Appollis,RSA,FW,1,1,0,0,0,0
324,Tshepang Moremi,RSA,FW,1,1,0,0,0,0
324,Hannes Delcroix,HAI,DF,1,2,0,0,0,0
324,Hamza Abdelkarim,EGY,FW,1,0,0,0,0,0
324,Moise Bombito,CAN,DF,1,0,0,0,0,0
324,Jonas Adjetey,GHA,DF,1,0,0,0,0,0
324,Evidence Makgopa,RSA,FW,1,1,0,0,0,1
324,Tajon Buchanan,CAN,FW,1,8,0,0,0,1
324,Idrissa Gana Gueye,SEN,MF,1,1,0,0,0,0
324,Montassar Talbi,TUN,DF,1,1,0,0,0,0
324,Ayoube Amaimouni,MAR,FW,1,0,0,0,0,0
324,Yan Diomande,CIV,FW,1,3,0,0,0,0
324,Seko Fofana,CIV,MF,1,0,1,0,0,0
324,Mathieu Choiniere,CAN,MF,1,1,0,0,0,0
324,Joao Felix,POR,FW,1,2,0,0,0,0
324,Rafael Leao,POR,FW,1,1,0,0,0,0
324,Petar Musa,CRO,FW,1,1,0,0,0,0
324,Nicolas Raskin,BEL,MF,1,0,0,0,0,0
324,Reece James,ENG,DF,1,0,0,0,0,0
324,Tomas Araujo,POR,DF,1,0,1,0,0,0
324,Lucas Digne,FRA,DF,1,0,0,0,0,0
324,Jack Hendry,SCO,DF,1,3,0,0,0,0
324,Nicolas Seiwald,AUT,MF,1,1,0,0,0,0
324,Timothy Castagne,BEL,DF,1,0,1,0,0,0
324,Virgil Van Dijk,NED,DF,1,0,0,0,0,0
324,Teun Koopmeiners,NED,MF,1,0,0,0,0,0
324,Jeremy Doku,BEL,FW,1,5,0,0,0,0
324,Brian Brobbey,NED,FW,1,1,0,0,0,1
324,Romelu Lukaku,BEL,FW,1,0,1,0,0,0
324,Jan Paul Van Hecke,NED,DF,1,1,0,0,0,0
324,Nikola Vlasic,CRO,MF,1,0,0,0,0,0
324,Kai Havertz,GER,FW,1,1,0,0,0,0
324,Phillip Mwene,AUT,DF,1,0,0,0,0,0
324,Crysencio Summerville,NED,FW,1,4,1,0,0,0
324,Sasa Kalajdzic,AUT,FW,1,2,0,0,0,0
324,Ruben Dias,POR,DF,1,1,0,0,0,0
324,Kevin Danso,AUT,DF,1,1,0,0,0,0
324,Leroy Sane,GER,MF,1,1,0,0,0,0
324,Grant Hanley,SCO,DF,1,0,0,0,0,1
324,Amadou Onana,BEL,MF,1,3,0,0,0,0
324,Marcus Holmgren Pedersen,NOR,DF,1,1,0,0,0,0
324,Youri Tielemans,BEL,MF,1,4,0,0,0,1
324,Morgan Rogers,ENG,MF,1,1,0,0,0,0
324,Florian Wirtz,GER,MF,1,1,0,0,0,0
324,Bernardo Silva,POR,MF,1,0,1,0,0,0
324,Marin Pongracic,CRO,DF,1,0,0,0,0,0
324,Nico Oreilly,ENG,DF,1,1,0,0,0,0
324,Martin Odegaard,NOR,MF,1,2,0,0,0,0
324,Leandro Trossard,BEL,FW,1,3,0,0,0,1
324,Nelson Semedo,POR,DF,1,0,1,0,0,0
324,John Stones,ENG,DF,1,1,0,0,0,0
324,Malo Gusto,FRA,DF,1,0,0,0,0,0
324,Torbjorn Heggem,NOR,DF,1,0,0,0,0,0
324,Francisco Conceicao,POR,FW,1,0,0,0,0,1
324,Jules Kounde,FRA,DF,1,1,0,0,0,1
324,Memphis Depay,NED,FW,1,1,1,0,0,0
324,Pedro Neto,POR,FW,1,1,0,0,0,0
324,Anthony Gordon,ENG,FW,1,3,0,0,0,0
324,Cody Gakpo,NED,FW,1,2,0,0,0,2
324,Cristiano Ronaldo,POR,FW,1,1,0,0,0,2
324,Luka Vuskovic,CRO,DF,1,1,0,0,0,0
324,Carney Chukwuemeka,AUT,MF,1,1,0,0,0,0
565,Jean Philippe Mateta,FRA,FW,0,0,0,0,0,0
565,Malick Thiaw,GER,DF,0,0,0,0,0,0
565,Eberechi Eze,ENG,MF,0,1,0,0,0,0
565,Francisco Trincao,POR,FW,0,0,0,0,0,0
565,Mark Flekken,NED,GK,0,0,0,0,0,0
565,Mike Maignan,FRA,GK,0,1,0,0,0,0
565,Nick Woltemade,GER,FW,0,0,0,0,0,0
565,Senne Lammens,BEL,GK,0,0,0,0,0,0
565,Oscar Bobb,NOR,MF,0,0,0,0,0,0
565,Orjan Nyland,NOR,GK,0,0,0,0,0,0
565,Tijjani Reijnders,NED,MF,0,2,0,0,0,1
565,Dejan Ljubicic,AUT,MF,0,0,0,0,0,0
565,Matheus Nunes,POR,MF,0,0,0,0,0,0
565,Ivan Toney,ENG,FW,0,0,0,0,0,0
565,Lucas Hernandez,FRA,DF,0,0,0,0,0,0
565,Noni Madueke,ENG,FW,0,2,0,0,0,0
565,Samu Costa,POR,DF,0,0,0,0,0,0
565,Florian Wiegele,AUT,GK,0,0,0,0,0,0
565,Ousmane Dembele,FRA,FW,0,1,0,0,0,0
565,Ruben Neves,POR,MF,0,0,0,0,0,0
565,Koni De Winter,BEL,DF,0,0,0,0,0,0
565,Mike Penders,BEL,GK,0,0,0,0,0,0
565,Michael Olise,FRA,FW,0,3,0,0,0,0
565,Noa Lang,NED,FW,0,1,0,0,0,0
565,Dan Burn,ENG,DF,0,0,0,0,0,0
565,Duje Caleta Car,CRO,DF,0,0,0,0,0,0
565,Kristoffer Ajer,NOR,DF,0,1,0,0,0,0
565,Lutsharel Geertruida,NED,DF,0,0,0,0,0,0
565,Nadiem Amiri,GER,MF,0,0,0,0,0,0
565,Dominik Kotarski,CRO,GK,0,0,0,0,0,0
565,Goncalo Guedes,POR,FW,0,0,0,0,0,0
565,Joshua Kimmich,GER,DF,0,2,0,0,0,0
565,Nikola Moro,CRO,MF,0,0,0,0,0,0
565,Donyell Malen,NED,FW,0,0,0,0,0,0
565,Aurelien Tchouameni,FRA,MF,0,0,0,0,0,0
565,Marco Friedl,AUT,DF,0,0,0,0,0,0
565,Rui Silva,POR,GK,0,0,0,0,0,0
565,Leo Ostigard,NOR,DF,0,1,0,0,0,0
565,Robin Risser,FRA,GK,0,0,0,0,0,0
565,Trevoh Chalobah,ENG,DF,0,0,0,0,0,0
565,Marco Pasalic,CRO,FW,0,2,0,0,0,2
565,Jorrel Hato,NED,DF,0,0,0,0,0,0
565,Dodi Lukebakio,BEL,FW,0,1,0,0,0,0
565,Maximilian Beier,GER,FW,0,0,0,0,0,0
565,William Saliba,FRA,DF,0,0,0,0,0,0
565,Marten De Roon,NED,MF,0,0,0,0,0,0
565,Henrik Falchener,NOR,DF,0,0,0,0,0,0
565,Manuel Neuer,GER,GK,0,1,0,0,0,0
565,Jorgen Strand Larsen,NOR,FW,0,0,0,0,0,0
565,Craig Gordon,SCO,GK,0,0,0,0,0,0
565,Axel Witsel,BEL,MF,0,0,0,0,0,0
565,Warren Zaire Emery,FRA,MF,0,0,0,0,0,0
565,Fredrik Andre Bjorkan,NOR,DF,0,0,0,0,0,0
565,Assan Ouedraogo,GER,MF,0,0,0,0,0,0
565,Ibrahima Konate,FRA,DF,0,0,0,0,0,0
565,Josip Stanisic,CRO,DF,0,3,0,0,0,0
565,Ollie Watkins,ENG,FW,0,0,0,0,0,0
565,Oliver Baumann,GER,GK,0,0,0,0,0,0
565,Ivor Pandur,CRO,GK,0,0,0,0,0,0
565,Martin Erlic,CRO,DF,0,0,0,0,0,0
565,Diogo Dalot,POR,DF,0,0,0,0,0,0
565,Mats Wieffer,NED,DF,0,0,0,0,0,0
565,Martin Baturina,CRO,MF,0,9,0,0,0,0
565,David Affengruber,AUT,DF,0,0,0,0,0,0
565,Patrick Pentz,AUT,GK,0,0,0,0,0,0
565,Sander Tangvik,NOR,GK,0,0,0,0,0,0
565,Egil Selvik,NOR,GK,0,0,0,0,0,0
565,Michael Gregoritsch,AUT,FW,0,1,0,0,0,0
565,Alexis Saelemaekers,BEL,MF,0,0,0,0,0,1
565,Brice Samba,FRA,GK,0,0,0,0,0,0
565,Arthur Theate,BEL,DF,0,0,0,0,0,0
565,Djed Spence,ENG,DF,0,0,0,0,0,0
565,Theo Hernandez,FRA,DF,0,0,0,0,0,0
565,Justin Kluivert,NED,MF,0,0,0,0,0,0
565,Goncalo Ramos,POR,FW,0,0,0,0,0,0
565,James Trafford,ENG,GK,0,0,0,0,0,0
565,Antonio Nusa,NOR,FW,0,2,0,0,0,0
565,Dean Henderson,ENG,GK,0,0,0,0,0,0
565,Luka Sucic,CRO,MF,0,0,0,0,0,0
565,Rayan Cherki,FRA,MF,0,1,0,0,0,0
565,Kevin De Bruyne,BEL,MF,0,3,0,0,0,0
565,Morten Thorsby,NOR,MF,0,0,0,0,0,0
565,Hans Vanaken,BEL,MF,0,0,0,0,0,0
565,Waldemar Anton,GER,DF,0,0,0,0,0,0
565,Desire Doue,FRA,FW,0,1,0,0,0,0
565,Jordan Pickford,ENG,GK,0,3,0,0,0,0
565,Alexander Nuebel,GER,GK,0,0,0,0,0,0
565,Charles De Ketelaere,BEL,FW,0,1,0,0,0,0
565,Kristian Thorstvedt,NOR,MF,0,0,0,0,0,0
565,Robin Roefs,NED,GK,0,0,0,0,0,0
565,Joao Neves,POR,MF,0,2,0,0,0,0
565,Marcus Thuram,FRA,FW,0,0,0,0,0,0
565,Ngolo Kante,FRA,MF,0,0,0,0,0,0
565,Wout Weghorst,NED,FW,0,0,0,0,0,0
565,Jamie Leweling,GER,MF,0,0,0,0,0,0
565,Florian Grillitsch,AUT,MF,0,0,0,0,0,0
565,Maxence Lacroix,FRA,DF,0,0,0,0,0,0
565,Joaquin Seys,BEL,DF,0,0,0,0,0,0
565,Bart Verbruggen,NED,GK,0,0,0,0,0,0
565,Diego Moreira,BEL,MF,0,0,0,0,0,0
565,Matias Fernandez Pardo,BEL,FW,0,0,0,0,0,0
565,Diogo Costa,POR,GK,0,0,0,0,0,0
565,Sondre Langas,NOR,DF,0,0,0,0,0,0
565,Pascal Gross,GER,MF,0,0,0,0,0,0
565,Jens Petter Hauge,NOR,MF,0,0,0,0,0,0
565,Thelo Aasgaard,NOR,MF,0,0,0,0,0,0
565,Quinten Timber,NED,MF,0,0,0,0,0,0
565,Maghnes Akliouche,FRA,MF,0,0,0,0,0,0
565,Kristijan Jakic,CRO,DF,0,0,0,0,0,0
565,Andrej Kramaric,CRO,FW,0,0,0,0,0,1
565,Leon Goretzka,GER,MF,0,0,0,0,0,0
565,Thibaut Courtois,BEL,GK,0,0,0,0,0,0
565,Nathan Ake,NED,DF,0,0,0,0,0,0
565,David Raum,GER,DF,0,0,0,0,0,0
565,Jose Sa,POR,GK,0,0,0,0,0,0
565,Goncalo Inacio,POR,DF,0,0,0,0,0,0
565,Alexander Prass,AUT,MF,0,0,0,0,0,0
565,Bradley Barcola,FRA,FW,0,0,0,0,0,0
565,Toni Fruk,CRO,MF,0,0,0,0,0,0
565,Michael Svoboda,AUT,DF,0,0,0,0,0,0
565,Kobbie Mainoo,ENG,MF,0,0,0,0,0,0
565,Dominik Livakovic,CRO,GK,0,0,0,0,0,0
565,Antonio Ruediger,GER,DF,0,0,0,0,0,0
565,Angus Gunn,SCO,GK,0,0,0,0,0,0
565,Zeno Debast,BEL,DF,0,0,0,0,0,0
565,Guus Til,NED,MF,0,0,0,0,0,0
565,Jarell Quansah,ENG,DF,0,0,0,0,0,0
565,Jordan Henderson,ENG,MF,0,0,0,0,0,0
565,Andreas Schjelderup,NOR,MF,0,1,0,0,0,0
565,Angelo Stiller,GER,MF,0,0,0,0,0,0
565,Bukayo Saka,ENG,FW,0,4,0,0,0,1
565,Martin Zlomislic,BIH,GK,0,0,0,0,0,0
565,Arjany Martha,CUW,MF,0,0,0,0,0,0
565,Brandley Kuwas,CUW,FW,0,0,0,0,0,0
565,Jeremy Antonisse,CUW,FW,0,0,0,0,0,0
565,Godfried Roemeratoe,CUW,MF,0,0,0,0,0,0
565,Armando Obispo,CUW,DF,0,0,0,0,0,1
565,Joshua Brenet,CUW,DF,0,0,0,0,0,0
565,Sontje Hansen,CUW,FW,0,0,0,0,0,0
565,Roshon Van Eijma,CUW,DF,0,0,0,0,0,0
565,Eloy Room,CUW,GK,0,0,0,0,0,0
565,Jearl Margaritha,CUW,FW,0,0,0,0,0,0
565,Mladen Jurkas,BIH,GK,0,0,0,0,0,0
565,Tyrese Noslin,CUW,FW,0,0,0,0,0,0
565,Tyrick Bodak,CUW,GK,0,0,0,0,0,0
565,Trevor Doornbusch,CUW,GK,0,0,0,0,0,0
565,Ermin Mahmic,BIH,MF,0,1,1,0,0,0
565,Kevin Felida,CUW,MF,0,0,0,0,0,0
565,Kenji Gorre,CUW,FW,0,0,0,0,0,0
565,Shurandy Sambo,CUW,DF,0,0,0,0,0,0
565,Nihad Mujakic,BIH,DF,0,0,0,0,0,0
565,Amir Hadziahmetovic,BIH,MF,0,0,0,0,0,0
565,Oston Urunov,UZB,MF,0,0,0,0,0,0
565,Besfort Zeneli,SWE,MF,0,0,0,0,0,0
565,John Souttar,SCO,DF,0,0,0,0,0,0
565,Zeki Amdouni,SUI,FW,0,2,0,0,0,0
565,Lukas Hornicek,CZE,GK,0,0,0,0,0,0
565,Haris Tabakovic,BIH,FW,0,0,0,0,0,0
565,Mathew Ryan,AUS,GK,0,0,0,0,0,0
565,Alex Paulsen,NZL,GK,0,0,0,0,0,0
565,Herman Johansson,SWE,DF,0,0,0,0,0,0
565,Joan Garcia,ESP,GK,0,0,0,0,0,0
565,Kristoffer Nordfeldt,SWE,GK,0,0,0,0,0,0
565,Viktor Johansson,SWE,GK,0,0,0,0,0,0
565,Elliot Stroud,SWE,DF,0,0,0,0,0,0
565,Lachlan Bayliss,NZL,MF,0,0,0,0,0,0
565,Ben Waine,NZL,FW,0,0,0,0,0,0
565,Alex Rufer,NZL,MF,0,0,0,0,0,0
565,Eray Coemert,SUI,DF,0,0,0,0,0,0
565,Jakhongir Urozov,UZB,DF,0,0,0,0,0,0
565,Borja Iglesias,ESP,FW,0,0,0,0,0,0
565,Michael Woud,NZL,GK,0,0,0,0,0,0
565,Avazbek Ulmasaliyev,UZB,DF,0,0,0,0,0,0
565,Alex Grimaldo,ESP,DF,0,0,0,0,0,0
565,Mattias Svanberg,SWE,MF,0,0,0,0,0,0
565,Orkun Kokcu,TUR,MF,0,3,0,0,0,0
565,Taha Ali,SWE,FW,0,0,0,0,0,0
565,Alexandr Sojka,CZE,MF,0,2,0,0,0,0
565,Scott Mckenna,SCO,DF,0,0,0,0,0,0
565,David Raya,ESP,GK,0,0,0,0,0,0
565,Lucas Herrington,AUS,DF,0,0,0,0,0,0
565,Akmal Mozgovoy,UZB,MF,0,1,0,0,0,0
565,Igor Sergeev,UZB,FW,0,0,0,0,0,1
565,Gustaf Nilsson,SWE,FW,0,0,0,0,0,0
565,Alexander Bernhardsson,SWE,DF,0,3,0,0,0,0
565,Oguz Aydin,TUR,FW,0,0,0,0,0,0
565,Matej Kovar,CZE,GK,0,0,0,0,0,0
565,Daniel Svensson,SWE,DF,0,0,0,0,0,0
565,Gregor Kobel,SUI,GK,0,1,0,0,0,0
565,Max Crocombe,NZL,GK,0,1,0,0,0,0
565,Stjepan Radeljic,BIH,DF,0,0,0,0,0,0
565,Christian Fassnacht,SUI,FW,0,0,0,0,0,0
565,Jacob Widell Zetterstrom,SWE,GK,0,0,0,0,0,0
565,Altay Bayindir,TUR,GK,0,0,0,0,0,0
565,Ozan Kabak,TUR,DF,0,0,0,0,0,0
565,Ben Old,NZL,MF,0,1,0,0,0,0
565,Martin Zubimendi,ESP,MF,0,0,0,0,0,0
565,Ferdi Kadioglu,TUR,DF,0,3,0,0,0,0
565,George Hirst,SCO,FW,0,0,0,0,0,0
565,Jan Kuchta,CZE,FW,0,0,0,0,0,0
565,Francis De Vries,NZL,DF,0,0,0,0,0,0
565,Yvon Mvogo,SUI,GK,0,0,0,0,0,0
565,Dzenis Burnic,BIH,MF,0,0,0,0,0,0
565,Salih Ozcan,TUR,MF,0,1,0,0,0,0
565,Eric Garcia,ESP,DF,0,0,0,0,0,0
565,Ugurcan Cakir,TUR,GK,0,0,0,0,0,0
565,Armin Gigovic,BIH,MF,0,1,0,0,0,0
565,Kerem Akturkoglu,TUR,FW,0,2,0,0,0,0
565,Umar Eshmurodov,UZB,DF,0,0,0,0,0,0
565,Pau Cubarsi,ESP,DF,0,0,0,0,0,0
565,Paul Izzo,AUS,GK,0,0,0,0,0,0
565,Tyler Fletcher,SCO,MF,0,0,0,0,0,0
565,Victor Munoz,ESP,FW,0,0,0,0,0,0
565,Dominic Hyam,SCO,DF,0,0,0,0,0,0
565,Farrukh Sayfiev,UZB,DF,0,2,0,0,0,0
565,Utkir Yusupov,UZB,GK,0,1,0,0,0,0
565,Ross Stewart,SCO,FW,0,0,0,0,0,0
565,Marc Pubill,ESP,DF,0,0,0,0,0,0
565,Azizbek Amonov,UZB,FW,0,0,0,0,0,0
565,Miro Muheim,SUI,DF,0,0,0,0,0,0
565,Kosta Barbarouses,NZL,FW,0,0,0,0,0,0
565,Milos Degenek,AUS,DF,0,0,0,0,0,0
565,Michal Sadilek,CZE,MF,0,3,0,0,0,0
565,Denis Visinsky,CZE,FW,0,1,0,0,0,0
565,David Doudera,CZE,DF,0,1,0,0,0,0
565,Patrick Beach,AUS,GK,0,0,0,0,0,0
565,Jindrich Stanek,CZE,GK,0,0,0,0,0,0
565,Manuel Akanji,SUI,DF,0,2,0,0,0,0
565,Jesse Randall,NZL,FW,0,0,0,0,0,0
565,Nico Williams,ESP,FW,0,0,0,0,0,0
565,Noah Okafor,SUI,FW,0,0,0,0,0,0
565,Cameron Burgess,AUS,DF,0,0,0,0,0,0
565,David Jurasek,CZE,DF,0,0,0,0,0,0
565,Carl Starfelt,SWE,DF,0,0,0,0,0,0
565,Kaan Ayhan,TUR,MF,0,0,0,0,0,0
565,Aurele Amenda,SUI,DF,0,0,0,0,0,0
565,Ken Sema,SWE,MF,0,0,0,0,0,0
565,Cristian Volpato,AUS,FW,0,1,0,0,0,0
565,Dostonbek Khamdamov,UZB,MF,0,0,0,0,0,0
565,Anthony Elanga,SWE,FW,0,1,0,0,0,0
565,Nando Pijnaker,NZL,DF,0,0,0,0,0,0
565,Cameron Devlin,AUS,MF,0,0,0,0,0,0
565,Ajdin Hrustic,AUS,FW,0,0,0,0,0,0
565,Unai Simon,ESP,GK,0,0,0,0,0,0
565,Jamshid Iskanderov,UZB,MF,0,0,0,0,0,0
565,Fabian Rieder,SUI,MF,0,2,0,0,0,0
565,Jacob Italiano,AUS,DF,0,0,1,0,0,0
565,Jaroslav Zeleny,CZE,DF,0,2,0,0,0,0
565,Irfan Can Kahveci,TUR,FW,0,0,0,0,0,0
565,Hjalmar Ekdal,SWE,DF,0,0,0,0,0,0
565,Arda Guler,TUR,FW,0,8,0,0,0,1
565,Callan Elliot,NZL,DF,0,0,0,0,0,0
565,Kai Trewin,AUS,DF,0,0,0,0,0,0
565,Samet Akaydin,TUR,DF,0,0,0,0,0,0
565,Mert Gunok,TUR,GK,0,0,0,0,0,0
565,Logan Rogerson,NZL,FW,0,0,0,0,0,0
565,Abduvohid Nematov,UZB,GK,0,0,0,0,0,0
565,Marvin Keller,SUI,GK,0,0,0,0,0,0
565,Eric Smith,SWE,DF,0,0,0,0,0,0
565,Caglar Soyuncu,TUR,DF,0,0,0,0,0,0
565,Connor Metcalfe,AUS,MF,0,0,0,0,0,0
565,David Zima,CZE,DF,0,0,0,0,0,0
565,Nikola Vasilj,BIH,GK,0,0,0,0,0,0
565,Fabian Ruiz,ESP,MF,0,0,0,0,0,0
565,Ardon Jashari,SUI,MF,0,0,0,0,0,0
565,Vladimir Darida,CZE,MF,0,1,0,0,0,0
565,Liam Kelly,SCO,GK,0,0,0,0,0,0
565,Botirali Ergashev,UZB,GK,0,0,0,0,0,0
565,Sherzod Esanov,UZB,MF,0,0,0,0,0,0
565,Awer Mabil,AUS,FW,0,0,0,0,0,0
565,Hugo Sochurek,CZE,MF,0,0,0,0,0,0
565,Can Uzun,TUR,FW,0,1,0,0,0,0
565,Moteb Alharbi,KSA,DF,0,4,0,0,0,0
565,Luca Zidane,ALG,GK,0,0,0,0,0,0
565,Mohammad Abughoush,JOR,MF,0,0,0,0,0,0
565,Son Heungmin,KOR,FW,0,4,0,0,0,2
565,Daichi Kamada,JPN,MF,0,1,0,0,0,0
565,Riyad Mahrez,ALG,FW,0,3,0,0,0,0
565,Ibrahim Sadeh,JOR,MF,0,0,0,0,0,0
565,Alireza Beiranvand,IRN,GK,0,1,0,0,0,0
565,Vozinha,CPV,GK,0,1,0,0,0,0
565,Garry Rodrigues,CPV,MF,0,0,0,0,0,0
565,Akram Afif,QAT,FW,0,4,0,0,0,2
565,Mohammed Muntari,QAT,FW,0,0,0,0,0,0
565,Yazeed Abulaila,JOR,GK,0,0,0,0,0,0
565,Kim Seunggyu,KOR,GK,0,0,0,0,0,0
565,Zineddine Belaid,ALG,DF,0,0,0,0,0,0
565,Tahsin Mohammed,QAT,FW,0,0,0,0,0,0
565,Kim Jingyu,KOR,MF,0,1,0,0,0,0
565,Khalid Alghannam,KSA,FW,0,0,0,0,0,0
565,Roozbeh Cheshmi,IRN,MF,0,0,0,0,0,0
565,Timothy Fayulu,COD,GK,0,0,0,0,0,0
565,Gael Kakuta,COD,FW,0,0,0,0,0,0
565,Fahad Talib,IRQ,GK,0,0,0,0,0,0
565,Ali Lajami,KSA,DF,0,1,0,0,0,0
565,Oh Hyeongyu,KOR,FW,0,1,0,0,0,0
565,Abdallah Alfakhori,JOR,GK,0,0,0,0,0,0
565,Steven Moreira,CPV,DF,0,0,0,0,0,0
565,Munaf Younus,IRQ,DF,0,0,0,0,0,0
565,Ahmed Basil,IRQ,GK,0,0,0,0,0,0
565,Jaouen Hadjam,ALG,DF,0,0,0,0,0,0
565,Shogo Taniguchi,JPN,DF,0,1,0,0,0,0
565,Ahmed Alkassar,KSA,GK,0,0,0,0,0,0
565,Abdullah Alkhaibari,KSA,MF,0,0,0,0,0,0
565,Noah Sadiki,COD,MF,0,0,0,0,0,0
565,Brian Cipenga,COD,FW,0,0,0,0,0,0
565,Bae Junho,KOR,MF,0,0,0,0,0,0
565,Lee Donggyeong,KOR,MF,0,0,0,0,0,0
565,Mohammed Alowais,KSA,GK,0,1,0,0,0,0
565,Anis Hadj Moussa,ALG,FW,0,1,0,0,0,0
565,Amirhossein Hosseinzadeh,IRN,FW,0,0,0,0,0,0
565,Kim Moonhwan,KOR,DF,0,0,0,0,0,0
565,Matthieu Epolo,COD,GK,0,0,0,0,0,0
565,Ibrahim Maza,ALG,MF,0,3,0,0,0,0
565,Mohammad Ghorbani,IRN,MF,0,0,0,0,0,0
565,Park Jinseob,KOR,DF,0,1,0,0,0,0
565,Mohanad Ali,IRQ,FW,0,0,0,0,0,0
565,Mohammad Abuhasheesh,JOR,DF,0,0,0,0,0,0
565,Aaron Tshibola,COD,MF,0,0,0,0,0,0
565,Logan Costa,CPV,DF,0,0,0,0,0,0
565,Rajaei Ayed,JOR,MF,0,0,0,0,0,0
565,Arya Yousefi,IRN,DF,0,1,0,0,0,0
565,Salah Zakaria,QAT,GK,0,0,0,0,0,0
565,Ziyad Aljohani,KSA,MF,0,0,0,0,0,0
565,Jalal Hassan,IRQ,GK,0,1,0,0,0,0
565,Oussama Benbot,ALG,GK,0,0,0,0,0,0
565,Ahmed Qasem,IRQ,FW,0,1,0,0,0,0
565,Koki Ogawa,JPN,FW,0,0,0,0,0,0
565,Mohammad Aldaoud,JOR,MF,0,0,0,0,0,0
565,Eom Jisung,KOR,MF,0,1,0,0,0,0
565,Fiston Mayele,COD,FW,0,0,0,0,0,0
565,Ali Majrashi,KSA,DF,0,0,0,0,0,0
565,Jehad Thikri,KSA,DF,0,0,0,0,0,0
565,Kevin Yakob,IRQ,MF,0,0,0,0,0,0
565,Samir Chergui,ALG,DF,0,0,0,0,0,0
565,Aiman Yahya,KSA,FW,0,0,0,0,0,0
565,Pico Lopes,CPV,DF,0,0,0,0,0,0
565,Ali Yousif,IRQ,FW,0,0,0,0,0,0
565,Yassine Titraoui,ALG,MF,0,0,0,0,0,0
565,Kento Shiogai,JPN,FW,0,0,0,0,0,0
565,Gedeon Kalulu,COD,DF,0,0,0,0,0,0
565,Mohamed Amine Tougai,ALG,DF,0,0,0,0,0,0
565,Abdullah Alhamddan,KSA,FW,0,0,0,0,0,0
565,Amirmohammad Razaghinia,IRN,MF,0,0,0,0,0,0
565,Cho Wije,KOR,DF,0,0,0,0,0,0
565,Payam Niazmand,IRN,GK,0,0,0,0,0,0
565,Hossein Hosseini,IRN,GK,0,0,0,0,0,0
565,Keisuke Osako,JPN,GK,0,0,0,0,0,0
565,Milad Mohammadi,IRN,DF,0,0,0,0,0,1
565,Hassan Altambakti,KSA,DF,0,1,0,0,0,0
565,Mohammad Mohebbi,IRN,MF,0,1,0,0,0,0
565,Kim Taehyeon,KOR,DF,0,0,0,0,0,0
565,Aimar Sher,IRQ,MF,0,0,0,0,0,0
565,Sultan Mandash,KSA,FW,0,0,0,0,0,0
