Posição,Jogador,País,Posição Campo,Gols,Assistências,Minutos jogados
578,Joao Paulo,CPV,MF,0,0,19
579,Mohanad Ali,IRQ,FW,0,0,20
580,Roshon Van Eijma,CUW,DF,0,0,20
581,Kenji Gorre,CUW,FW,0,0,20
582,Neymar Jr,BRA,FW,0,0,20
583,Cedric Itten,SUI,FW,0,0,21
584,Findlay Curtis,SCO,FW,0,0,21
585,Armando Gonzalez,MEX,FW,0,0,21
586,Saed Alrosan,JOR,DF,0,0,22
587,Tete Yengi,AUS,FW,0,0,22
588,David Raum,GER,DF,0,0,22
589,Simon Adingra,CIV,FW,0,0,22
590,Evann Guessand,CIV,FW,0,0,22
591,Arthur Theate,BEL,DF,0,0,22
592,Junnosuke Suzuki,JPN,DF,0,0,23
593,Eberechi Eze,ENG,MF,0,0,23
594,Luka Sucic,CRO,MF,0,0,23
595,Anthony Ralston,SCO,DF,0,0,23
596,Azizbek Amonov,UZB,FW,0,0,23
597,Jakhongir Urozov,UZB,DF,0,0,23
598,Habib Diarra,SEN,MF,0,0,24
599,Aimar Sher,IRQ,MF,0,0,24
600,Mustafa Saadoon,IRQ,DF,0,0,24
601,Mohamed Hadj Mahmoud,TUN,MF,0,0,24
602,Almoez Ali,QAT,FW,0,0,24
603,Kristian Thorstvedt,NOR,MF,0,0,25
604,Gervane Kastaneer,CUW,FW,0,0,25
605,Yang Hyunjun,KOR,MF,0,0,25
606,Orbelin Pineda,MEX,MF,0,0,25
607,Quinten Timber,NED,MF,0,0,25
608,Amirhossein Hosseinzadeh,IRN,FW,0,0,26
609,Timothy Weah,USA,FW,0,0,26
610,Ismael Diaz,PAN,MF,0,0,27
611,Dzenis Burnic,BIH,MF,0,0,27
612,Ali Azaizeh,JOR,FW,0,0,28
613,Pape Matar Sarr,SEN,MF,0,0,28
614,Jesse Randall,NZL,FW,0,0,29
615,Eren Elmali,TUR,DF,0,0,29
616,Mehdi Torabi,IRN,MF,0,0,29
617,Igor Sergeev,UZB,FW,0,0,29
618,Marco Friedl,AUT,DF,0,0,30
619,Alexander Prass,AUT,MF,0,0,30
620,Igor Matanovic,CRO,FW,0,0,30
621,Elias Achouri,TUN,FW,0,0,30
622,Luis Chavez,MEX,MF,0,0,31
623,Mohamed Amoura,ALG,FW,0,0,31
624,Duckens Nazon,HAI,FW,0,0,31
625,Houssem Aouar,ALG,MF,0,0,31
626,Francisco Trincao,POR,FW,0,0,32
627,Youssef Amyn,IRQ,MF,0,0,32
628,Rebin Sulaka,IRQ,DF,0,0,33
629,Jackson Irvine,AUS,MF,0,0,33
630,Ayoube Amaimouni,MAR,FW,0,0,33
631,Willy Semedo,CPV,MF,0,0,34
632,Brian Rodriguez,URU,FW,0,0,35
633,Samed Bazdar,BIH,FW,0,0,35
634,Armin Gigovic,BIH,MF,0,0,35
635,Leon Goretzka,GER,MF,0,0,35
636,Elliot Stroud,SWE,DF,0,0,35
637,Danilo Santos,BRA,MF,0,0,35
638,Zizo,EGY,FW,0,0,35
639,Guus Til,NED,MF,0,0,36
640,Alex Arce,PAR,FW,0,0,36
641,Jackson Porozo,ECU,DF,0,0,36
642,Jamie Leweling,GER,MF,0,0,37
643,Mory Diaw,SEN,GK,0,0,37
644,Dodi Lukebakio,BEL,FW,0,0,37
645,Cristian Volpato,AUS,FW,0,0,38
646,Saleem Obaid,JOR,DF,0,0,38
647,Rayan Cherki,FRA,MF,0,0,38
648,Jhon Cordoba,COL,FW,0,0,38
649,Luiz Henrique,BRA,FW,0,0,38
650,Can Uzun,TUR,FW,0,0,39
651,Patrick Wimmer,AUT,FW,0,0,39
652,Besfort Zeneli,SWE,MF,0,0,40
653,Richard Rios,COL,MF,0,0,40
654,Ahmed Alganehi,QAT,MF,0,0,41
655,Alhashmi Alhussein,QAT,DF,0,0,41
656,Oscar Bobb,NOR,MF,0,0,41
657,Cho Guesung,KOR,FW,0,0,41
658,Ali Alipour,IRN,FW,0,0,42
659,Tomas Chory,CZE,FW,0,0,43
660,Prince Adu,GHA,FW,0,0,43
661,Hamza Abdelkarim,EGY,FW,0,0,43
662,Ala Alhajji,KSA,MF,0,0,43
663,Park Jinseob,KOR,DF,0,0,44
664,Yukinari Sugawara,JPN,DF,0,0,44
665,Charles Pickel,COD,MF,0,0,45
666,Nico Williams,ESP,FW,0,0,45
667,Firas Chaouat,TUN,FW,0,0,45
668,Joris Kayembe,COD,DF,0,0,45
669,Ismail Jakobs,SEN,DF,0,0,46
670,Endrick,BRA,FW,0,0,46
671,Morgan Rogers,ENG,MF,0,0,47
672,Hans Vanaken,BEL,MF,0,0,47
673,Chemsdine Talbi,MAR,MF,0,0,48
674,Sasa Kalajdzic,AUT,FW,0,0,48
675,Roger Ibanez,BRA,DF,0,0,49
676,Dylan Bronn,TUN,DF,0,0,49
677,Simon Banza,COD,FW,0,0,49
678,Lyndon Dykes,SCO,FW,0,0,49
679,Matias Vina,URU,DF,0,0,49
680,Pathe Ciss,SEN,MF,0,0,49
681,Jordy Alcivar,ECU,MF,0,0,49
682,Gonzalo Montiel,ARG,DF,0,0,49
683,Angelo Preciado,ECU,DF,0,0,49
684,Oston Urunov,UZB,MF,0,0,50
685,Khojiakbar Alijonov,UZB,DF,0,0,50
686,Alireza Jahanbakhsh,IRN,MF,0,0,50
687,Santiago Gimenez,MEX,FW,0,0,50
688,Jeremy Antonisse,CUW,FW,0,0,50
689,Sontje Hansen,CUW,FW,0,0,50
690,Mehdi Ghayedi,IRN,FW,0,0,50
691,Lawrence Ati Zigi,GHA,GK,0,0,50
692,Deniz Gul,TUR,FW,0,0,50
693,Jearl Margaritha,CUW,FW,0,0,50
694,Castrop Jens,KOR,DF,0,0,51
695,Abdulaziz Hatem,QAT,MF,0,0,51
696,Odiljon Xamrobekov,UZB,MF,0,0,51
697,Azarias Londono,PAN,FW,0,0,51
698,Arya Yousefi,IRN,DF,0,0,51
699,Gustavo Velazquez,PAR,DF,0,0,51
700,Ryan Thomas,NZL,MF,0,0,52
701,Yeremy Pino,ESP,FW,0,0,53
702,Saleh Hardani,IRN,DF,0,0,53
703,Eom Jisung,KOR,MF,0,0,53
704,Andreas Schjelderup,NOR,MF,0,0,54
705,Moise Bombito,CAN,DF,0,0,54
706,Isidro Pitta,PAR,FW,0,0,55
707,Ahmed Alaaeldin,QAT,FW,0,0,55
708,Dostonbek Khamdamov,UZB,MF,0,0,55
708,Farrukh Sayfiev,UZB,DF,0,0,55
710,Nicolas De La Cruz,URU,MF,0,0,55
711,Nicolas Otamendi,ARG,DF,0,0,56
712,Carney Chukwuemeka,AUT,MF,0,0,57
713,Vladimir Darida,CZE,MF,0,0,58
714,Samir El Mourabet,MAR,MF,0,0,58
715,Abdullah Alhamddan,KSA,FW,0,0,58
716,Obed Vargas,MEX,MF,0,0,59
717,Denis Visinsky,CZE,FW,0,0,59
718,Alan Minda,ECU,MF,0,0,59
719,Lyle Foster,RSA,FW,0,0,59
720,Bazoumana Toure,CIV,FW,0,0,59
721,Elye Wahi,CIV,FW,0,0,59
722,Amadou Onana,BEL,MF,0,0,60
723,Mathieu Choiniere,CAN,MF,0,0,61
724,Mikel Merino,ESP,MF,0,0,61
725,Phillip Mwene,AUT,DF,0,0,62
726,Ben Old,NZL,MF,0,0,62
727,Marko Farji,IRQ,FW,0,0,62
728,Teun Koopmeiners,NED,MF,0,0,62
729,Ernest Nuamah,GHA,FW,0,0,62
730,Kamaldeen Sulemana,GHA,FW,0,0,62
731,Gabriel Martinelli,BRA,FW,0,0,63
732,Kim Jingyu,KOR,MF,0,0,64
733,Ramiz Zerrouki,ALG,MF,0,0,64
734,Jovane Cabral,CPV,MF,0,0,64
735,Ismael Gharbi,TUN,MF,0,0,64
736,Dailon Livramento,CPV,FW,0,0,64
737,Igor Thiago,BRA,FW,0,0,65
738,Alexis Saelemaekers,BEL,MF,0,0,65
739,Gilson Benchimol,CPV,FW,0,0,66
740,Alex Baena,ESP,MF,0,0,66
741,Garry Rodrigues,CPV,MF,0,0,66
742,Guillermo Martinez,MEX,FW,0,0,66
743,Antonio Sanabria,PAR,FW,0,0,66
744,Mathew Leckie,AUS,FW,0,0,67
745,Nilson Angulo,ECU,FW,0,0,68
746,Andrej Kramaric,CRO,FW,0,0,68
747,Dominique Simon,HAI,MF,0,0,68
748,Daizen Maeda,JPN,MF,0,0,68
749,Joao Felix,POR,FW,0,0,69
750,Charles De Ketelaere,BEL,FW,0,0,69
751,Telmo Arcanjo,CPV,MF,0,0,69
752,Bernardo Silva,POR,MF,0,0,70
753,Luka Vuskovic,CRO,DF,0,0,71
754,Inaki Williams,GHA,FW,0,0,71
755,Kevin Rodriguez,ECU,FW,0,0,71
756,Nelson Semedo,POR,DF,0,0,73
757,Julian Alvarez,ARG,FW,0,0,73
758,Pervis Estupinan,ECU,DF,0,0,74
759,Abdul Fatawu,GHA,FW,0,0,74
760,Gavi,ESP,MF,0,0,74
761,Kim Moonhwan,KOR,DF,0,0,74
762,Ayoub El Kaabi,MAR,FW,0,0,74
763,Nuno Da Costa,CPV,MF,0,0,74
764,Antonio Ruediger,GER,DF,0,0,75
765,Mohammad Abualnadi,JOR,DF,0,0,75
766,Jason Geria,AUS,DF,0,0,75
767,Shahriyar Moghanloo,IRN,FW,0,0,76
768,Tsuyoshi Watanabe,JPN,DF,0,0,77
769,Sebastian Berhalter,USA,MF,0,0,77
770,Darwin Nunez,URU,FW,0,0,78
771,Jacob Shaffelburg,CAN,MF,0,0,78
772,Ali Jasim,IRQ,FW,0,0,78
773,Aaron Hickey,SCO,DF,0,0,79
774,Orkun Kokcu,TUR,MF,0,0,79
775,Elisha Owusu,GHA,MF,0,0,82
776,Zeki Celik,TUR,DF,0,0,84
777,Cecilio Waterman,PAN,FW,0,0,85
778,Fabinho,BRA,MF,0,0,86
779,Nishan Velupillay,AUS,FW,0,0,88
780,Deroy Duarte,CPV,MF,0,0,88
781,Ramy Rabia,EGY,DF,0,0,88
782,Djed Spence,ENG,DF,0,0,88
783,Noah Sadiki,COD,MF,0,0,89
784,Luca Jaquez,SUI,DF,0,0,89
785,Jeremy Doku,BEL,FW,0,0,89
786,Anis Hadj Moussa,ALG,FW,0,0,89
787,Mohamed Manai,QAT,FW,0,0,91
788,Michael Gregoritsch,AUT,FW,0,0,91
789,John Stones,ENG,DF,0,0,92
790,Laros Duarte,CPV,MF,0,0,92
791,Rani Khedira,TUN,MF,0,0,92
792,Sebastian Tounekti,TUN,MF,0,0,92
793,Nicolas Pepe,CIV,FW,0,0,93
794,Ahmed Basil,IRQ,GK,0,0,95
794,Lucas Digne,FRA,DF,0,0,95
794,Manu Kone,FRA,MF,0,0,95
797,Husam Abudahab,JOR,DF,0,0,95
798,Mario Pasalic,CRO,MF,0,0,97
799,Marin Pongracic,CRO,DF,0,0,98
800,Timothy Castagne,BEL,DF,0,0,98
801,Shogo Taniguchi,JPN,DF,0,0,99
802,Marcos Llorente,ESP,DF,0,0,99
803,Stepan Chaloupek,CZE,DF,0,0,99
804,Joshua Brenet,CUW,DF,0,0,99
804,Jurien Gaari,CUW,DF,0,0,99
806,Francisco Conceicao,POR,FW,0,0,99
807,Aymen Dahmen,TUN,GK,0,0,100
807,Ao Tanaka,JPN,MF,0,0,100
809,David Doudera,CZE,DF,0,0,100
810,Riechedly Bazoer,CUW,DF,0,0,100
811,Tomas Araujo,POR,DF,0,0,100
812,Mouhib Chamakh,TUN,GK,0,0,100
813,Nkosinathi Sibisi,RSA,DF,0,0,101
814,Sherzod Nasrullaev,UZB,DF,0,0,101
815,Ruben Dias,POR,DF,0,0,101
815,Azizjon Ganiev,UZB,MF,0,0,101
815,Abduvohid Nematov,UZB,GK,0,0,101
818,Stjepan Radeljic,BIH,DF,0,0,101
819,Thomas Partey,GHA,MF,0,0,102
820,Baris Alper Yilmaz,TUR,FW,0,0,102
821,Joel Ordonez,ECU,DF,0,0,102
822,Fabian Ruiz,ESP,MF,0,0,102
823,Mahmoud Almardi,JOR,FW,0,0,102
824,Scott Mckenna,SCO,DF,0,0,102
825,Pedro Porro,ESP,DF,0,0,103
826,Sofyan Amrabat,MAR,MF,0,0,103
826,Redouane Halhal,MAR,DF,0,0,103
828,Liam Millar,CAN,MF,0,0,103
829,Jalal Hassan,IRQ,GK,0,0,103
830,Ibrahim Sangare,CIV,MF,0,0,103
831,Denis Zakaria,SUI,MF,0,0,103
832,Hossein Kanani,IRN,DF,0,0,103
833,Yunus Akgun,TUR,FW,0,0,103
834,Seko Fofana,CIV,MF,0,0,103
835,Takehiro Tomiyasu,JPN,DF,0,0,103
836,Damian Bobadilla,PAR,MF,0,0,103
837,Djibril Sow,SUI,MF,0,0,104
838,Ehsan Hajisafi,IRN,DF,0,0,104
839,Nicolas Raskin,BEL,MF,0,0,104
840,Marco Pasalic,CRO,FW,0,0,104
841,Utkir Yusupov,UZB,GK,0,0,105
842,Yusuf Abdurisag,QAT,FW,0,0,105
843,Theo Hernandez,FRA,DF,0,0,105
843,Aurelien Tchouameni,FRA,MF,0,0,105
845,Fabian Rieder,SUI,MF,0,0,106
846,Philipp Lienhart,AUT,DF,0,0,106
847,Gilberto Mora,MEX,MF,0,0,107
848,Ricardo Pepi,USA,FW,0,0,107
849,Anass Salah Eddine,MAR,DF,0,0,108
850,Ali Lajami,KSA,DF,0,0,108
851,Guela Doue,CIV,DF,0,0,109
852,Romelu Lukaku,BEL,FW,0,0,110
853,Silvan Widmer,SUI,DF,0,0,110
854,Marc Guehi,ENG,DF,0,0,111
855,Ngalayel Mukau,COD,MF,0,0,112
856,Odeh Fakhoury,JOR,FW,0,0,113
857,Mateo Kovacic,CRO,MF,0,0,113
858,Odilon Kossounou,CIV,DF,0,0,114
859,Karim Boudiaf,QAT,MF,0,0,114
860,Ryan Christie,SCO,MF,0,0,114
861,Julian Ryerson,NOR,FW,0,0,115
862,Kieran Tierney,SCO,DF,0,0,115
863,Musab Aljuwayr,KSA,MF,0,0,117
864,Hicham Boudaoui,ALG,MF,0,0,117
865,Desire Doue,FRA,FW,0,0,118
866,Paul Wanner,AUT,MF,0,0,118
867,Ahmed Qasem,IRQ,FW,0,0,119
868,Lee Taeseok,KOR,DF,0,0,120
869,Donyell Malen,NED,FW,0,0,122
870,Hwang Heechan,KOR,MF,0,0,123
871,Mohammed Abu Alshamat,KSA,DF,0,0,123
872,Ange Yoan Bonny,CIV,FW,0,0,124
873,Mert Muldur,TUR,DF,0,0,124
874,Elias Saad,TUN,FW,0,0,124
875,Jose Fajardo,PAN,FW,0,0,125
876,Lee Jaesung,KOR,MF,0,0,125
877,Christ Inao Oulai,CIV,MF,0,0,126
878,Kwasi Sibo,GHA,MF,0,0,126
879,Zaid Ismael,IRQ,MF,0,0,126
880,Fredrik Aursnes,NOR,MF,0,0,127
881,Benjamin Nygren,SWE,MF,0,0,127
882,Nasser Aldawsari,KSA,MF,0,0,129
883,Mohamed Toure,AUS,FW,0,0,129
884,Louicius Deedson,HAI,FW,0,0,129
885,Thiago Almada,ARG,FW,0,0,130
886,Jayden Adams,RSA,MF,0,0,130
887,Lautaro Martinez,ARG,FW,0,0,130
888,Milad Mohammadi,IRN,DF,0,0,131
889,Miguel Almiron,PAR,MF,0,0,131
890,Nico Oreilly,ENG,DF,0,0,133
891,Hamdy Fathy,EGY,MF,0,0,133
892,Zidane Iqbal,IRQ,MF,0,0,134
893,Homam Ahmed,QAT,DF,0,0,134
894,Ali Alhamadi,IRQ,FW,0,0,134
895,Lenny Joseph,HAI,FW,0,0,134
896,Edin Dzeko,BIH,FW,0,0,135
897,Relebohile Mofokeng,RSA,FW,0,0,135
898,David Alaba,AUT,DF,0,0,136
899,Tijjani Reijnders,NED,MF,0,0,136
900,Lukas Provod,CZE,MF,0,0,137
901,Ferran Torres,ESP,FW,0,0,137
902,Nabil Bentaleb,ALG,MF,0,0,138
903,James Rodriguez,COL,MF,0,0,139
904,Assim Madibo,QAT,MF,0,0,140
905,Jaroslav Zeleny,CZE,DF,0,0,142
906,Maxim De Cuyper,BEL,DF,0,0,142
907,Callum Mccowatt,NZL,MF,0,0,142
908,Brian Gutierrez,MEX,MF,0,0,143
909,Raphinha,BRA,FW,0,0,143
910,Kerem Akturkoglu,TUR,FW,0,0,143
911,Kenny Mclean,SCO,MF,0,0,144
912,Pape Gueye,SEN,MF,0,0,146
913,Luka Modric,CRO,MF,0,0,146
914,Luis Suarez,COL,FW,0,0,147
915,Tani Oluwaseyi,CAN,FW,0,0,147
916,Jesper Karlstrom,SWE,MF,0,0,147
917,Cristian Romero,ARG,DF,0,0,147
918,Lamine Camara,SEN,MF,0,0,148
919,Anthony Gordon,ENG,FW,0,0,148
920,Kevin Danso,AUT,DF,0,0,148
921,Josko Gvardiol,CRO,DF,0,0,150
922,Mohamed Amine Ben Hmida,TUN,DF,0,0,151
923,Abdullah Alkhaibari,KSA,MF,0,0,152
924,Evidence Makgopa,RSA,FW,0,0,152
925,Cameron Burgess,AUS,DF,0,0,152
926,Cedric Bakambu,COD,FW,0,0,152
927,Alan Franco,ECU,MF,0,0,152
928,Tomas Soucek,CZE,MF,0,0,152
929,Sphephelo Sithole,RSA,MF,0,0,152
930,Liberato Cacace,NZL,DF,0,0,153
931,Antonio Nusa,NOR,FW,0,0,153
932,Manuel Ugarte,URU,MF,0,0,153
933,Ismail Yuksek,TUR,MF,0,0,153
934,Alexander Bernhardsson,SWE,DF,0,0,153
935,Ibrahim Bayesh,IRQ,MF,0,0,154
936,Ritsu Doan,JPN,MF,0,0,154
937,Nahuel Molina,ARG,DF,0,0,154
938,Mohamed Kanno,KSA,MF,0,0,155
939,Akmal Mozgovoy,UZB,MF,0,0,155
940,Edo Kayembe,COD,MF,0,0,156
941,Juergen Locadia,CUW,FW,0,0,156
942,Saman Ghoddos,IRN,MF,0,0,157
943,John Yeboah,ECU,FW,0,0,158
944,Benjamin Asare,GHA,GK,0,0,158
945,Juan Manuel Sanabria,URU,MF,0,0,159
946,Kenan Yildiz,TUR,FW,0,0,159
947,Che Adams,SCO,FW,0,0,160
948,Ivan Sunjic,BIH,MF,0,0,160
949,Ismael Kone,CAN,MF,0,0,160
950,Feras Albrikan,KSA,FW,0,0,161
951,Diego Gomez,PAR,MF,0,0,161
952,Dan Ndoye,SUI,FW,0,0,162
953,Frenkie De Jong,NED,MF,0,0,162
954,Ahmed Fathy,QAT,MF,0,0,163
955,El Hadji Malick Diouf,SEN,DF,0,0,163
956,Sergino Dest,USA,DF,0,0,164
957,Jordan Ayew,GHA,FW,0,0,164
958,Thomas Meunier,BEL,DF,0,0,165
959,Zaid Tahseen,IRQ,DF,0,0,165
960,Gabriel Gudmundsson,SWE,DF,0,0,165
961,Cristian Martinez,PAN,MF,0,0,165
962,Alexander Sorloth,NOR,FW,0,0,165
963,Noni Madueke,ENG,FW,0,0,166
964,Leroy Sane,GER,MF,0,0,166
965,Jassem Gaber,QAT,DF,0,0,166
966,Sultan Albrake,QAT,DF,0,0,167
967,Aleksandar Pavlovic,GER,MF,0,0,167
968,Tahith Chong,CUW,MF,0,0,167
969,Michel Aebischer,SUI,MF,0,0,167
970,Frantzdy Pierrot,HAI,FW,0,0,168
971,Tomas Holes,CZE,DF,0,0,169
972,Ellyes Skhiri,TUN,MF,0,0,169
973,Jamiro Monteiro,CPV,MF,0,0,170
974,Ayoub Aloui,QAT,DF,0,0,170
975,Iqraam Rayners,RSA,FW,0,0,171
976,Federico Vinas,URU,FW,0,0,171
977,Carlens Arcus,HAI,DF,0,0,171
978,Adam Hlozek,CZE,FW,0,0,172
979,Lukas Cerv,CZE,MF,0,0,172
980,Edouard Mendy,SEN,GK,0,0,172
981,Nathan Ngoy,BEL,DF,0,0,173
982,Hussein Ali,IRQ,DF,0,0,174
983,Pedri,ESP,MF,0,0,174
984,Ali Ahmed,CAN,FW,0,0,174
985,Juan Jose Caceres,PAR,DF,0,0,174
986,Yan Valery,TUN,DF,0,0,175
987,Sarpreet Singh,NZL,MF,0,0,176
988,Vitinha,POR,MF,0,0,176
989,Jose Luis Rodriguez,PAN,MF,0,0,177
990,Omar Marmoush,EGY,FW,0,0,179
991,Jhon Arias,COL,MF,0,0,179
992,Ferdi Kadioglu,TUR,DF,0,0,179
993,Juninho Bacuna,CUW,MF,0,0,179
994,Deveron Fonville,CUW,DF,0,0,179
995,Enner Valencia,ECU,FW,0,0,180
996,Stefan Posch,AUT,DF,0,0,180
997,Jonathan Tah,GER,DF,0,0,181
998,Kalidou Koulibaly,SEN,DF,0,0,181
999,Tarik Muharemovic,BIH,DF,0,0,182
100,Rustam Ashurmatov,UZB,DF,0,0,182
100,Jacob Italiano,AUS,DF,0,0,183
100,Lawrence Shankland,SCO,FW,0,0,183
100,Son Heungmin,KOR,FW,0,0,183
100,Kevin De Bruyne,BEL,MF,0,0,184
100,Sidny Lopes Cabral,CPV,DF,0,0,185
100,Jiovany Ramos,PAN,DF,0,0,186
100,Samuel Moutoussamy,COD,MF,0,0,186
100,Abdallah Nasib,JOR,DF,0,0,186
100,Anis Slimane,TUN,MF,0,0,187
101,Cesar Blackman,PAN,DF,0,0,187
101,Ehsan Haddad,JOR,DF,0,0,187
101,Oswin Appollis,RSA,FW,0,0,187
101,Ibrahim Maza,ALG,MF,0,0,188
101,Mehdi Taremi,IRN,FW,0,0,189
101,Rayan Ait Nouri,ALG,DF,0,0,189
101,Antonee Robinson,USA,DF,0,0,190
101,Torbjorn Heggem,NOR,DF,0,0,190
101,Jules Kounde,FRA,DF,0,0,191
101,Azzedine Ounahi,MAR,MF,0,0,191
102,Aaron Wan Bissaka,COD,DF,0,0,191
102,Jordan Bos,AUS,DF,0,0,192
102,Rodri,ESP,MF,0,0,193
102,Saeid Ezatolahi,IRN,MF,0,0,194
102,Yan Diomande,CIV,FW,0,0,194
102,Ali Abdi,TUN,DF,0,0,194
102,Cesar Montes,MEX,DF,0,0,195
102,Abdulkerim Bardakci,TUR,DF,0,0,195
102,Mohannad Abutaha,JOR,MF,0,0,196
102,Ahmed Fatouh,EGY,DF,0,0,196
103,Idrissa Gana Gueye,SEN,MF,0,0,198
103,Akam Hashim,IRQ,DF,0,0,198
103,Merchas Doski,IRQ,DF,0,0,198
103,Hiroki Ito,JPN,DF,0,0,199
103,Zion Suzuki,JPN,GK,0,0,199
103,Edgar Yoel Barcenas,PAN,MF,0,0,199
103,Eldor Shomurodov,UZB,FW,0,0,199
103,Micky Van De Ven,NED,DF,0,0,199
103,Jan Paul Van Hecke,NED,DF,0,0,199
103,Bart Verbruggen,NED,GK,0,0,199
104,Saud Abdulhamid,KSA,DF,0,0,199
104,Moteb Alharbi,KSA,DF,0,0,199
104,Patrik Schick,CZE,FW,0,0,199
104,Marvin Senaya,GHA,DF,0,0,199
104,Leandro Bacuna,CUW,MF,0,0,199
104,Sherel Floranus,CUW,DF,0,0,199
104,Armando Obispo,CUW,DF,0,0,199
104,Eloy Room,CUW,GK,0,0,199
104,Dominik Livakovic,CRO,GK,0,0,200
104,Josip Sutalo,CRO,DF,0,0,200
105,Amar Dedic,BIH,DF,0,0,200
105,Montassar Talbi,TUN,DF,0,0,200
105,Noussair Mazraoui,MAR,DF,0,0,200
105,Isak Hien,SWE,DF,0,0,200
105,Gustaf Lagerbielke,SWE,DF,0,0,200
105,Victor Lindelof,SWE,DF,0,0,200
105,Kristoffer Nordfeldt,SWE,GK,0,0,200
105,Mike Maignan,FRA,GK,0,0,201
105,William Saliba,FRA,DF,0,0,201
105,Dayot Upamecano,FRA,DF,0,0,201
106,Johan Vasquez,MEX,DF,0,0,201
106,Steve Kapuadi,COD,DF,0,0,201
106,Chancel Mbemba,COD,DF,0,0,201
106,Lionel Mpasi,COD,GK,0,0,201
106,Axel Tuanzebe,COD,DF,0,0,201
106,Renato Veiga,POR,DF,0,0,201
106,Diogo Costa,POR,GK,0,0,201
106,Marko Stamenic,NZL,MF,0,0,201
106,Pau Cubarsi,ESP,DF,0,0,202
106,Marc Cucurella,ESP,DF,0,0,202
106,Unai Simon,ESP,GK,0,0,202
107,Rafik Belghali,ALG,DF,0,0,202
107,Ramy Bensebaini,ALG,DF,0,0,202
107,Fares Chaibi,ALG,MF,0,0,202
107,Aissa Mandi,ALG,DF,0,0,202
107,Luca Zidane,ALG,GK,0,0,202
107,Moises Caicedo,ECU,MF,0,0,202
107,Hernan Galindez,ECU,GK,0,0,202
107,Piero Hincapie,ECU,DF,0,0,202
107,Willian Pacho,ECU,DF,0,0,202
107,Gonzalo Plata,ECU,FW,0,0,202
107,Pedro Vite,ECU,MF,0,0,202
108,Thibaut Courtois,BEL,GK,0,0,202
108,Brandon Mechele,BEL,DF,0,0,202
108,Youri Tielemans,BEL,MF,0,0,202
108,Leandro Trossard,BEL,FW,0,0,202
108,Behruzjon Karimov,UZB,DF,0,0,203
108,Otabek Shukurov,UZB,MF,0,0,203
108,Yasser Ibrahim,EGY,DF,0,0,203
108,Marawan Attia,EGY,MF,0,0,203
108,Mohanad Lashin,EGY,MF,0,0,203
108,Mostafa Shoubir,EGY,GK,0,0,203
109,Grant Hanley,SCO,DF,0,0,203
109,Nathan Patterson,SCO,DF,0,0,204
109,Ben Gannon Doak,SCO,FW,0,0,204
109,Enzo Fernandez,ARG,MF,0,0,204
109,Alexis Mac Allister,ARG,MF,0,0,204
109,Emiliano Martinez,ARG,GK,0,0,204
109,Lisandro Martinez,ARG,DF,0,0,204
109,Reece James,ENG,DF,0,0,204
109,Ezri Konsa,ENG,DF,0,0,204
109,Jordan Pickford,ENG,GK,0,0,204
110,Manuel Neuer,GER,GK,0,0,204
110,Shoja Khalilzadeh,IRN,DF,0,0,204
110,Ali Nemati,IRN,DF,0,0,204
110,Alireza Beiranvand,IRN,GK,0,0,204
110,Andres Andrade,PAN,DF,0,0,204
110,Jose Cordoba,PAN,DF,0,0,204
110,Carlos Harvey,PAN,DF,0,0,204
110,Orlando Mosquera,PAN,GK,0,0,204
110,Amir Murillo,PAN,DF,0,0,204
111,Salem Aldawsari,KSA,FW,0,0,205
111,Mohammed Alowais,KSA,GK,0,0,205
111,Hassan Altambakti,KSA,DF,0,0,205
111,Patrick Beach,AUS,GK,0,0,205
111,Alessandro Circati,AUS,DF,0,0,205
111,Aiden Oneill,AUS,MF,0,0,205
111,Harry Souttar,AUS,DF,0,0,205
111,Ryan Mendes,CPV,FW,0,0,205
111,Vozinha,CPV,GK,0,0,205
111,Pico Lopes,CPV,DF,0,0,205
111,Diney Borges,CPV,DF,0,0,205
111,Steven Moreira,CPV,DF,0,0,205
112,Joe Bell,NZL,MF,0,0,205
112,Michael Boxall,NZL,DF,0,0,205
112,Max Crocombe,NZL,GK,0,0,205
112,Ayyoub Bouaddi,MAR,MF,0,0,205
112,Issa Diop,MAR,DF,0,0,205
112,Jefferson Lerma,COL,MF,0,0,206
112,Jhon Lucumi,COL,DF,0,0,206
112,Johan Mojica,COL,DF,0,0,206
112,Davinson Sanchez,COL,DF,0,0,206
112,Camilo Vargas,COL,GK,0,0,206
113,Weston Mckennie,USA,MF,0,0,206
113,Abdulla Abdullaev,UZB,DF,0,0,206
113,Abdukodir Khusanov,UZB,DF,0,0,206
113,Emmanuel Agbadou,CIV,DF,0,0,206
113,Yahia Fofana,CIV,GK,0,0,206
113,Ghislain Konan,CIV,DF,0,0,206
113,Kristoffer Ajer,NOR,DF,0,0,207
113,Sander Berge,NOR,MF,0,0,207
113,Orjan Nyland,NOR,GK,0,0,207
114,Josue Casimir,HAI,FW,0,0,208
114,Rodrigo Bentancur,URU,MF,0,0,208
114,Sebastian Caceres,URU,DF,0,0,208
114,Fernando Muslera,URU,GK,0,0,208
114,Mathias Olivera,URU,DF,0,0,208
114,Federico Valverde,URU,MF,0,0,208
114,Guillermo Varela,URU,DF,0,0,208
114,Ugurcan Cakir,TUR,GK,0,0,208
