Posição,Jogador,País,Posição Campo,Gols contra,Perdas de bola forçadas,Pressões defensivas exercidas,Pressões defensivas exercidas diretamente
12,Yassine Titraoui,ALG,MF,0,0,0,0
12,Danial Iri,IRN,DF,0,0,0,0
12,Ramin Rezaeian,IRN,DF,0,8,47,4
12,Hassan Kadish,KSA,DF,0,0,0,0
12,Amirmohammad Razaghinia,IRN,MF,0,0,0,0
12,Dennis Dargahi,IRN,FW,0,0,0,0
12,Mohammed Muntari,QAT,FW,0,0,0,0
12,Feras Albrikan,KSA,FW,0,6,95,6
12,Song Bumkeun,KOR,GK,0,0,0,0
12,Gedeon Kalulu,COD,DF,0,0,3,3
12,Steve Kapuadi,COD,DF,0,6,18,6
12,Ehsan Haddad,JOR,DF,0,11,51,14
12,Mohammad Abuzraiq,JOR,FW,0,0,5,2
12,Mousa Altamari,JOR,FW,0,10,53,3
12,Rajaei Ayed,JOR,MF,0,0,0,0
12,Alireza Jahanbakhsh,IRN,MF,0,1,18,0
12,Mohammad Abuhasheesh,JOR,DF,0,0,7,2
12,Sultan Albrake,QAT,DF,0,2,50,4
12,Paik Seungho,KOR,MF,0,2,31,5
12,Payam Niazmand,IRN,GK,0,0,0,0
12,Almoez Ali,QAT,FW,0,1,11,2
12,Mohamed Kanno,KSA,MF,0,7,50,3
12,Oh Hyeongyu,KOR,FW,0,4,51,5
12,Axel Tuanzebe,COD,DF,0,2,10,5
12,Nawaf Alaqidi,KSA,GK,0,0,0,0
12,Shogo Taniguchi,JPN,DF,0,1,5,2
12,Ibrahim Maza,ALG,MF,0,12,65,7
12,Deroy Duarte,CPV,MF,0,3,50,10
12,Aissa Mandi,ALG,DF,0,0,6,1
12,Abdulelah Alamri,KSA,DF,0,5,13,3
12,Mohammed Alowais,KSA,GK,0,0,0,0
12,Youssef Amyn,IRQ,MF,0,2,25,4
12,Jalal Hassan,IRQ,GK,0,0,0,0
12,Adil Boulbina,ALG,FW,0,0,10,0
12,Aimar Sher,IRQ,MF,0,0,4,2
12,Nabil Bentaleb,ALG,MF,0,12,15,3
12,Khalid Alghannam,KSA,FW,0,0,6,0
12,Cho Wije,KOR,DF,0,0,0,0
12,Ali Jasim,IRQ,FW,0,15,29,6
12,Mohammad Aldaoud,JOR,MF,0,0,1,0
12,Abdallah Nasib,JOR,DF,0,10,24,5
12,Mohammad Ghorbani,IRN,MF,0,0,0,0
12,Sidny Lopes Cabral,CPV,DF,0,21,60,8
12,Nathanael Mbuku,COD,MF,0,0,5,1
12,Joris Kayembe,COD,DF,0,3,16,4
12,Milad Mohammadi,IRN,DF,0,21,34,13
12,Keito Nakamura,JPN,MF,0,4,43,6
12,Saleh Hardani,IRN,DF,0,3,28,4
12,Ehsan Hajisafi,IRN,DF,0,1,27,2
12,Boualem Khoukhi,QAT,DF,0,5,21,12
12,Kim Taehyeon,KOR,DF,0,0,0,0
12,Mehdi Taremi,IRN,FW,0,15,68,6
12,Rafik Belghali,ALG,DF,0,6,33,6
12,Ahmed Alkassar,KSA,GK,0,0,0,0
12,Pico Lopes,CPV,DF,0,4,18,6
12,Simon Banza,COD,FW,0,3,25,3
12,Mahmoud Almardi,JOR,FW,0,4,48,10
12,Fahad Talib,IRQ,GK,0,0,0,0
12,Nizar Alrashdan,JOR,MF,0,8,96,15
12,Hussein Ali,IRQ,DF,0,9,20,3
12,Brian Cipenga,COD,FW,0,0,0,0
12,Fares Chaibi,ALG,MF,0,13,79,10
12,Abdullah Alhamddan,KSA,FW,0,2,52,4
12,Ramiz Zerrouki,ALG,MF,0,0,12,2
12,Jo Hyeonwoo,KOR,GK,0,0,0,0
12,Kento Shiogai,JPN,FW,0,0,6,2
12,Fiston Mayele,COD,FW,0,0,0,0
12,Mohannad Abutaha,JOR,MF,0,20,71,16
12,Abdullah Alkhaibari,KSA,MF,0,6,67,3
12,Ayumu Seko,JPN,DF,0,0,0,0
12,Salem Aldawsari,KSA,FW,0,14,96,8
12,Lee Kangin,KOR,MF,0,11,81,4
12,Matthieu Epolo,COD,GK,0,0,0,0
12,Lee Taeseok,KOR,DF,0,4,25,5
12,Ala Alhajji,KSA,MF,0,1,7,1
12,Frans Putros,IRQ,DF,0,0,0,0
12,Mohamed Amine Tougai,ALG,DF,0,0,0,0
12,Gael Kakuta,COD,FW,0,0,0,0
12,Nasser Aldawsari,KSA,MF,0,5,56,9
12,Pedro Miguel,QAT,DF,0,6,36,8
12,Takehiro Tomiyasu,JPN,DF,0,3,13,5
12,Mohammad Mohebbi,IRN,MF,0,4,83,9
12,Arya Yousefi,IRN,DF,0,1,12,2
12,Willy Semedo,CPV,MF,0,2,21,2
12,Hicham Boudaoui,ALG,MF,0,4,45,5
12,Ramy Bensebaini,ALG,DF,0,4,24,10
12,Tomoki Hayakawa,JPN,GK,0,0,0,0
12,Lee Hanbeom,KOR,DF,0,5,41,22
12,Nour Baniateyah,JOR,GK,0,0,0,0
12,Aaron Wan Bissaka,COD,DF,0,6,57,8
12,Ngalayel Mukau,COD,MF,0,7,98,4
12,Melvin Mastil,ALG,GK,0,0,0,0
12,Abdallah Alfakhori,JOR,GK,0,0,0,0
12,Moteb Alharbi,KSA,DF,0,9,62,2
12,Riyad Mahrez,ALG,FW,0,18,38,7
12,Dylan Batubinsika,COD,DF,0,0,0,0
12,Ali Olwan,JOR,FW,0,7,86,6
12,Samir Chergui,ALG,DF,0,0,0,0
12,Ahmed Maknazi,IRQ,DF,0,0,0,0
12,Issa Laye,QAT,DF,0,7,30,6
12,Castrop Jens,KOR,DF,0,2,13,5
12,Meshaal Barsham,QAT,GK,0,0,0,0
12,Hassan Alhaydos,QAT,FW,0,8,46,1
12,Saud Abdulhamid,KSA,DF,0,10,56,11
12,Koki Ogawa,JPN,FW,0,1,9,0
12,Diney Borges,CPV,DF,0,4,12,8
12,Yang Hyunjun,KOR,MF,0,2,10,1
12,Steven Moreira,CPV,DF,0,6,44,1
12,Hossein Kanani,IRN,DF,0,0,12,3
12,Junnosuke Suzuki,JPN,DF,0,0,9,1
12,Husam Abudahab,JOR,DF,0,2,20,6
12,Ritsu Doan,JPN,MF,0,6,46,11
12,Alireza Beiranvand,IRN,GK,0,0,0,0
12,Aaron Tshibola,COD,MF,0,0,0,0
12,Park Jinseob,KOR,DF,0,1,1,0
12,Kim Minjae,KOR,DF,0,3,13,4
12,Akram Afif,QAT,FW,0,16,54,5
12,Ayoub Aloui,QAT,DF,0,2,38,5
12,Ali Nemati,IRN,DF,0,1,17,6
12,Rebin Sulaka,IRQ,DF,0,2,1,1
12,Kevin Yakob,IRQ,MF,0,0,0,0
12,Ali Majrashi,KSA,DF,0,0,0,0
12,Yukinari Sugawara,JPN,DF,0,0,9,2
12,Meschack Elia,COD,FW,0,0,0,0
12,Lee Gihyuk,KOR,MF,0,6,19,4
12,Mohammed Abu Alshamat,KSA,DF,0,9,55,10
12,Kim Seunggyu,KOR,GK,0,0,0,0
12,Kim Moonhwan,KOR,DF,0,11,19,2
12,Ali Alhamadi,IRQ,FW,0,9,53,11
12,Ali Alipour,IRN,FW,0,2,13,4
12,Yusuf Abdurisag,QAT,FW,0,8,60,8
12,Oussama Benbot,ALG,GK,0,0,0,0
12,Nadhir Benbouali,ALG,FW,0,6,19,4
12,Marcio Rosa,CPV,GK,0,0,0,0
12,Yuito Suzuki,JPN,MF,0,0,7,2
12,Jaouen Hadjam,ALG,DF,0,0,2,0
12,Mohammad Abualnadi,JOR,DF,0,2,6,3
12,Mustafa Saadoon,IRQ,DF,0,0,6,2
12,Ahmed Alganehi,QAT,MF,0,3,18,4
12,Saeid Ezatolahi,IRN,MF,0,8,69,16
12,Ayase Ueda,JPN,FW,0,3,90,7
12,Mohanad Ali,IRQ,FW,0,1,14,1
12,Anis Hadj Moussa,ALG,FW,0,2,25,0
12,Timothy Fayulu,COD,GK,0,0,0,0
12,Charles Pickel,COD,MF,0,3,25,3
12,Yoane Wissa,COD,FW,0,7,79,5
12,Mehdi Ghayedi,IRN,FW,0,3,13,2
12,Saleh Alshehri,KSA,FW,0,0,0,0
12,Hwang Inbeom,KOR,MF,0,20,62,10
12,Yazeed Abulaila,JOR,GK,0,0,0,0
12,Samuel Moutoussamy,COD,MF,0,12,72,13
12,Rayan Ait Nouri,ALG,DF,0,8,43,18
12,Zion Suzuki,JPN,GK,0,0,0,0
12,Cj Dos Santos,CPV,GK,0,0,0,0
12,Salah Zakaria,QAT,GK,0,0,0,0
12,Amer Jamous,JOR,MF,0,0,0,0
12,Abdulaziz Hatem,QAT,MF,0,1,20,0
12,Shoja Khalilzadeh,IRN,DF,0,7,22,9
12,Saman Ghoddos,IRN,MF,0,5,71,15
12,Garry Rodrigues,CPV,MF,0,3,17,0
12,Ali Yousif,IRQ,FW,0,0,0,0
12,Hiroki Ito,JPN,DF,0,15,18,10
12,Vozinha,CPV,GK,0,0,0,0
12,Tahsin Mohammed,QAT,FW,0,0,0,0
12,Fares Ghedjemis,ALG,FW,0,0,0,0
12,Ziyad Aljohani,KSA,MF,0,0,0,0
12,Kaishu Sano,JPN,MF,0,6,38,9
12,Ali Azaizeh,JOR,FW,0,1,10,1
12,Ibrahim Sadeh,JOR,MF,0,0,0,0
12,Sultan Mandash,KSA,FW,0,0,0,0
12,Cho Guesung,KOR,FW,0,4,13,1
12,Musab Aljuwayr,KSA,MF,0,4,80,6
12,Takefusa Kubo,JPN,MF,0,0,49,3
12,Seol Youngwoo,KOR,DF,0,6,41,6
12,Aiman Yahya,KSA,FW,0,0,0,0
12,Homam Ahmed,QAT,DF,0,3,45,6
12,Zaid Ismael,IRQ,MF,0,3,52,17
12,Karim Boudiaf,QAT,MF,0,2,29,3
12,Edo Kayembe,COD,MF,0,20,102,16
12,Hossein Hosseini,IRN,GK,0,0,0,0
12,Ryan Mendes,CPV,FW,0,6,49,7
12,Alhashmi Alhussein,QAT,DF,0,2,20,8
12,Lee Donggyeong,KOR,MF,0,0,0,0
12,Amir Alammari,IRQ,MF,0,16,33,8
12,Jamiro Monteiro,CPV,MF,0,3,66,11
12,Munaf Younus,IRQ,DF,0,0,0,0
12,Assim Madibo,QAT,MF,0,2,51,7
12,Hwang Heechan,KOR,MF,0,3,25,3
12,Jassem Gaber,QAT,DF,0,13,85,14
12,Mehdi Torabi,IRN,MF,0,1,13,1
12,Roozbeh Cheshmi,IRN,MF,0,0,0,0
12,Junya Ito,JPN,MF,0,4,39,1
12,Saed Alrosan,JOR,DF,0,1,3,1
12,Keisuke Goto,JPN,FW,0,1,6,3
12,Marko Farji,IRQ,FW,0,2,34,2
12,Saleem Obaid,JOR,DF,0,2,5,3
12,Lucas Mendes,QAT,DF,0,1,5,1
12,Zaid Tahseen,IRQ,DF,0,1,6,2
12,Bae Junho,KOR,MF,0,0,0,0
12,Zineddine Belaid,ALG,DF,0,0,2,2
12,Ahmed Alaaeldin,QAT,FW,0,2,22,4
12,Lee Jaesung,KOR,MF,0,10,46,6
12,Amirhossein Hosseinzadeh,IRN,FW,0,3,13,3
12,Lionel Mpasi,COD,GK,0,0,0,0
12,Nawaf Bu Washl,KSA,DF,0,1,8,1
12,Tsuyoshi Watanabe,JPN,DF,0,3,5,1
12,Akam Hashim,IRQ,DF,0,0,12,5
12,Ahmed Qasem,IRQ,FW,0,3,80,6
12,Nuno Da Costa,CPV,MF,0,2,15,2
12,Mohammad Abughoush,JOR,MF,0,0,0,0
12,Ahmed Fathy,QAT,MF,0,10,73,10
12,Zidane Iqbal,IRQ,MF,0,3,43,6
12,Ahmed Basil,IRQ,GK,0,0,0,0
12,Luca Zidane,ALG,GK,0,0,0,0
12,Daichi Kamada,JPN,MF,0,9,60,13
12,Stopira,CPV,DF,0,0,0,0
12,Shuto Machino,JPN,FW,0,0,0,0
12,Odeh Fakhoury,JOR,FW,0,6,61,4
12,Jehad Thikri,KSA,DF,0,0,0,0
12,Daizen Maeda,JPN,MF,0,1,44,6
12,Helio Varela,CPV,MF,0,1,15,1
12,Eom Jisung,KOR,MF,0,0,2,0
12,Arthur Masuaku,COD,DF,0,2,55,3
12,Anas Badawi,JOR,DF,0,0,0,0
12,Houssem Aouar,ALG,MF,0,3,12,0
12,Kim Jingyu,KOR,MF,0,3,16,3
12,Theo Bongonda,COD,MF,0,0,0,0
12,Noah Sadiki,COD,MF,0,2,61,6
12,Shahriyar Moghanloo,IRN,FW,0,5,36,4
12,Edmilson Junior,QAT,FW,0,5,66,11
12,Son Heungmin,KOR,FW,0,9,54,0
12,Amine Gouiri,ALG,FW,0,5,69,9
12,Ao Tanaka,JPN,MF,0,4,37,11
12,Ibrahim Bayesh,IRQ,MF,0,6,71,8
12,Ali Lajami,KSA,DF,0,3,3,0
12,Kou Itakura,JPN,DF,0,2,2,1
12,Chancel Mbemba,COD,DF,0,4,13,5
12,Mohamed Amoura,ALG,FW,0,2,32,1
12,Daniel Munoz,COL,DF,0,8,28,7
12,Cesar Samudio,PAN,GK,0,0,0,0
12,Kevin Rodriguez,ECU,FW,0,0,10,4
12,Cesar Yanis,PAN,MF,0,0,0,0
12,Fabinho,BRA,MF,0,1,24,5
12,Anthony Valencia,ECU,MF,0,0,0,0
12,Nilson Angulo,ECU,FW,0,1,18,6
12,Azarias Londono,PAN,FW,0,0,14,3
12,Juan Musso,ARG,GK,0,0,0,0
12,Gonzalo Valle,ECU,GK,0,0,0,0
12,Joel Ordonez,ECU,DF,0,2,9,3
12,Cesar Blackman,PAN,DF,0,7,41,12
12,Alan Minda,ECU,MF,0,1,28,1
12,Orlando Mosquera,PAN,GK,0,0,0,0
12,Willian Pacho,ECU,DF,0,5,25,10
12,Jiovany Ramos,PAN,DF,0,3,29,18
12,Denil Castillo,ECU,MF,0,0,0,0
12,Andres Andrade,PAN,DF,0,4,20,10
12,Hernan Galindez,ECU,GK,0,0,0,0
12,Edgardo Farina,PAN,DF,0,0,0,0
12,Yaimar Medina,ECU,DF,0,0,0,0
12,Moises Caicedo,ECU,MF,0,7,39,16
12,Kendry Paez,ECU,MF,0,0,0,0
12,Jorge Gutierrez,PAN,DF,0,0,0,0
12,Tim Ream,USA,DF,0,2,9,5
12,Pedro Vite,ECU,MF,0,22,59,15
12,Jeremy Arevalo,ECU,FW,0,0,0,0
12,Leo Pereira,BRA,DF,0,0,0,0
12,Tomas Rodriguez,PAN,FW,0,0,1,0
12,Cristian Roldan,USA,MF,0,0,0,0
12,Gatito Fernandez,PAR,GK,0,0,0,0
12,Piero Hincapie,ECU,DF,0,5,45,18
12,Carlos Harvey,PAN,DF,0,27,34,13
12,Gustavo Gomez,PAR,DF,0,4,20,7
12,Gonzalo Plata,ECU,FW,0,8,63,5
12,Ederson,BRA,GK,0,0,0,0
12,Tyler Adams,USA,MF,0,14,29,13
12,Junior Alonso,PAR,DF,0,23,64,9
12,Jose Cordoba,PAN,DF,0,3,15,7
12,Jordy Alcivar,ECU,MF,0,1,12,7
12,Alexis Mac Allister,ARG,MF,0,7,64,15
12,Weston Mckennie,USA,MF,0,8,46,9
12,Miguel Almiron,PAR,MF,0,12,69,9
12,Jose Luis Rodriguez,PAN,MF,0,9,54,8
12,Jackson Porozo,ECU,DF,0,2,2,0
12,Antonio Sanabria,PAR,FW,0,4,32,1
12,Jose Fajardo,PAN,FW,0,14,76,16
12,Christian Pulisic,USA,FW,0,1,9,1
12,Andres Cubas,PAR,MF,0,12,107,32
12,Moises Ramirez,ECU,GK,0,0,0,0
12,Rodrigo De Paul,ARG,MF,0,3,54,6
12,Alejandro Romero Gamarra,PAR,FW,0,3,13,5
12,Edgar Yoel Barcenas,PAN,MF,0,6,54,4
12,John Yeboah,ECU,FW,0,23,28,10
12,Douglas Santos,BRA,DF,0,5,57,19
12,Philipp Lienhart,AUT,DF,0,0,4,3
12,Auston Trusty,USA,DF,0,1,4,1
12,Fabian Balbuena,PAR,DF,0,0,0,0
12,Cristian Martinez,PAN,MF,0,5,68,12
12,Jordy Caicedo,ECU,FW,0,0,0,0
12,Haji Wright,USA,FW,0,0,0,0
12,Braian Ojeda,PAR,MF,0,0,0,0
12,Adalberto Carrasquilla,PAN,MF,0,0,0,0
12,Felix Torres,ECU,DF,0,0,0,0
12,Matias Galarza,PAR,MF,0,5,51,14
12,Alex Zendejas,USA,FW,0,0,0,0
12,Angelo Preciado,ECU,DF,0,3,12,1
12,Omar Alderete,PAR,DF,0,3,4,1
12,Amir Murillo,PAN,DF,0,7,35,12
12,Alan Franco,ECU,MF,0,6,20,5
12,Weverton,BRA,GK,0,0,0,0
12,Sergino Dest,USA,DF,0,8,46,3
12,Julio Enciso,PAR,FW,0,6,68,4
12,Fidel Escobar,PAN,DF,0,0,0,0
12,Pervis Estupinan,ECU,DF,0,2,20,2
12,Gaston Olveira,PAR,GK,0,0,0,0
12,Nico Gonzalez,ARG,MF,0,5,26,0
12,Josue Casimir,HAI,FW,0,9,81,13
12,Ismael Diaz,PAN,MF,0,0,7,1
12,Timothy Weah,USA,FW,0,2,10,2
12,Ramon Sosa,PAR,MF,0,0,12,1
12,Roderick Miller,PAN,DF,0,0,0,0
12,Enner Valencia,ECU,FW,0,4,45,7
12,Brenden Aaronson,USA,FW,0,0,0,0
12,Gabriel Avalos,PAR,FW,0,1,4,1
12,Cecilio Waterman,PAN,FW,0,7,19,2
12,Alex Sandro,BRA,DF,0,0,4,2
12,Andres Gomez,COL,FW,0,0,1,1
12,Diego Gomez,PAR,MF,0,6,79,17
12,Juan Portilla,COL,MF,0,0,0,0
12,Eric Davis,PAN,DF,0,0,1,1
12,Thiago Almada,ARG,FW,0,18,39,4
12,Chris Richards,USA,DF,0,2,10,8
12,Willer Ditta,COL,DF,0,0,0,0
12,Juan Jose Caceres,PAR,DF,0,3,72,20
12,Alberto Quintero,PAN,MF,0,0,0,0
12,Giovanni Reyna,USA,MF,0,0,9,1
12,Alex Arce,PAR,FW,0,1,18,4
12,Richard Rios,COL,MF,0,0,11,8
12,Anibal Godoy,PAN,MF,0,0,2,1
12,Mark Mckenzie,USA,DF,0,0,0,0
12,Gustavo Caballero,PAR,MF,0,0,0,0
12,Jhon Arias,COL,MF,0,6,34,11
12,Kevin Castano,COL,MF,0,1,7,0
12,Gustavo Velazquez,PAR,DF,0,2,11,2
12,Luis Mejia,PAN,GK,0,0,0,0
12,Vinicius Junior,BRA,FW,0,6,92,5
12,Ricardo Pepi,USA,FW,0,7,23,10
12,Cristian Romero,ARG,DF,0,4,18,11
12,Isidro Pitta,PAR,FW,0,2,26,3
12,Armando Gonzalez,MEX,FW,0,0,7,0
12,Gustavo Puerta,COL,DF,0,8,41,9
12,Joe Scally,USA,DF,0,1,1,0
12,Orlando Gill,PAR,GK,0,1,0,0
12,Mateo Chavez,MEX,DF,0,5,18,3
12,Danilo,BRA,DF,0,3,21,1
12,Jhon Lucumi,COL,DF,0,4,10,4
12,Mauricio,PAR,MF,0,7,20,1
12,Miles Robinson,USA,DF,0,0,0,0
12,Gilberto Mora,MEX,MF,0,5,34,1
12,Alexandro Maidana,PAR,DF,0,1,6,1
12,Antonee Robinson,USA,DF,0,6,29,7
12,Luis Suarez,COL,FW,0,4,31,6
12,Jose Canale,PAR,DF,0,1,5,2
12,Raul Rangel,MEX,GK,0,0,0,0
12,Fernando Muslera,URU,GK,0,0,0,0
12,Brian Gutierrez,MEX,MF,0,13,44,5
12,Luis Diaz,COL,FW,0,7,26,2
12,Facundo Medina,ARG,DF,0,11,42,8
12,Malik Tillman,USA,MF,0,7,47,11
12,Rodrigo Aguirre,URU,FW,0,0,0,0
12,Obed Vargas,MEX,MF,0,2,14,2
12,Jorge Carrascal,COL,MF,0,0,0,0
12,Matt Turner,USA,GK,0,0,0,0
12,Giorgian De Arrascaeta,URU,MF,0,0,0,0
12,Cucho Hernandez,COL,FW,0,0,4,1
12,Alex Freeman,USA,DF,0,11,19,7
12,Jose Maria Gimenez,URU,DF,0,0,0,0
12,Luis Chavez,MEX,MF,0,1,4,3
12,Jaminton Campaz,COL,FW,0,1,8,0
12,Lucas Paqueta,BRA,MF,0,7,88,15
12,Guillermo Varela,URU,DF,0,5,13,4
12,Israel Reyes,MEX,DF,0,3,11,2
12,Marquinhos,BRA,DF,0,6,19,2
12,Sergio Rochet,URU,GK,0,0,0,0
12,Yerry Mina,COL,DF,0,0,0,0
12,Chris Brady,USA,GK,0,0,0,0
12,Carlos Acevedo,MEX,GK,0,0,0,0
12,Rodrigo Bentancur,URU,MF,0,6,37,6
12,Jefferson Lerma,COL,MF,0,8,31,3
12,Folarin Balogun,USA,FW,0,13,52,4
12,Agustin Canobbio,URU,MF,0,7,47,8
12,Alexis Vega,MEX,FW,0,1,3,0
12,Johan Mojica,COL,DF,0,6,14,1
12,Max Arfsten,USA,DF,0,0,0,0
12,Nico Paz,ARG,FW,0,0,18,1
12,Federico Valverde,URU,MF,0,19,39,5
12,Luis Romo,MEX,MF,0,12,38,6
12,Deiver Machado,COL,DF,0,0,0,0
12,Mathias Olivera,URU,DF,0,4,25,8
12,Santiago Gimenez,MEX,FW,0,1,18,0
12,Davinson Sanchez,COL,DF,0,11,15,10
12,Sebastian Berhalter,USA,MF,0,6,28,7
12,Matias Vina,URU,DF,0,4,8,0
12,Alvaro Montero,COL,GK,0,0,0,0
12,Santiago Mele,URU,GK,0,0,0,0
12,Julian Quinones,MEX,FW,0,8,115,4
12,Matt Freese,USA,GK,0,0,0,0
12,Nicolas De La Cruz,URU,MF,0,4,9,1
12,Johan Vasquez,MEX,DF,0,5,7,2
12,Jhon Cordoba,COL,FW,0,2,5,0
12,Lionel Messi,ARG,FW,0,4,44,10
12,Neymar Jr,BRA,FW,0,0,10,1
12,Santiago Bueno,URU,DF,0,0,0,0
12,Camilo Vargas,COL,GK,0,0,0,0
12,Erik Lira,MEX,MF,0,13,46,12
12,Danilo Santos,BRA,MF,0,1,10,1
12,Juan Quintero,COL,MF,0,1,9,0
12,Maxi Araujo,URU,MF,0,5,38,7
12,Alvaro Fidalgo,MEX,MF,0,5,33,4
12,Emiliano Martinez,ARG,GK,0,0,0,0
12,Ronald Araujo,URU,DF,0,0,0,0
12,Santiago Arias,COL,DF,0,0,0,0
12,Cesar Huerta,MEX,FW,0,0,4,1
12,Julian Alvarez,ARG,FW,0,4,40,7
12,Nicolas Tagliafico,ARG,DF,0,0,1,0
12,Sebastian Caceres,URU,DF,0,4,20,10
12,Enzo Fernandez,ARG,MF,0,5,45,7
12,James Rodriguez,COL,MF,0,4,40,0
12,Nicolas Otamendi,ARG,DF,0,0,6,5
12,Darwin Nunez,URU,FW,0,4,20,1
12,Jorge Sanchez,MEX,DF,0,9,43,10
12,David Ospina,COL,GK,0,0,0,0
12,Brian Rodriguez,URU,FW,0,1,7,0
12,Roberto Alvarado,MEX,FW,0,6,50,9
12,Igor Thiago,BRA,FW,0,5,25,5
12,Leandro Paredes,ARG,MF,0,1,6,0
12,Juan Manuel Sanabria,URU,MF,0,5,24,6
12,Jesus Gallardo,MEX,DF,0,3,40,9
12,Casemiro,BRA,MF,0,13,50,14
12,Rodrigo Zalazar,URU,MF,0,0,0,0
12,Ederson Silva,BRA,MF,0,0,7,2
12,Exequiel Palacios,ARG,MF,0,0,0,0
12,Joaquin Piquerez,URU,MF,0,0,0,0
12,Edson Alvarez,MEX,DF,0,3,29,9
12,Rayan,BRA,FW,0,6,56,4
12,Roger Ibanez,BRA,DF,0,0,10,1
12,Geronimo Rulli,ARG,GK,0,0,0,0
12,Facundo Pellistri,URU,FW,0,0,0,0
12,Cesar Montes,MEX,DF,0,5,6,3
12,Endrick,BRA,FW,0,1,14,1
12,Manuel Ugarte,URU,MF,0,2,23,7
12,Luiz Henrique,BRA,FW,0,2,10,3
12,Guillermo Martinez,MEX,FW,0,2,37,2
12,Giovani Lo Celso,ARG,MF,0,0,0,0
12,Emiliano Martinez,URU,MF,0,0,0,0
12,Valentin Barco,ARG,MF,0,0,0,0
12,Raphinha,BRA,FW,0,10,59,7
12,Federico Vinas,URU,FW,0,10,45,3
12,Orbelin Pineda,MEX,MF,0,2,23,0
12,Lautaro Martinez,ARG,FW,0,16,76,5
12,Marko Arnautovic,AUT,FW,0,3,18,1
12,Raul Jimenez,MEX,FW,0,8,44,1
12,Bremer,BRA,DF,0,0,0,0
12,Marcos Senesi,ARG,DF,0,0,0,0
12,Lisandro Martinez,ARG,DF,0,2,1,1
12,David Alaba,AUT,DF,0,3,9,4
12,Alisson,BRA,GK,0,0,0,0
12,Guillermo Ochoa,MEX,GK,0,0,0,0
12,Matheus Cunha,BRA,FW,0,4,67,6
12,Nahuel Molina,ARG,DF,0,6,34,9
12,Marcel Sabitzer,AUT,MF,0,14,44,4
12,Dominique Simon,HAI,MF,0,2,26,6
12,Bruno Guimaraes,BRA,MF,0,32,88,8
12,Alexander Schlager,AUT,GK,0,0,0,0
12,Gabriel Magalhaes,BRA,DF,0,5,20,7
12,Giuliano Simeone,ARG,FW,0,0,0,0
12,Gonzalo Montiel,ARG,DF,0,1,3,3
12,Jose Manuel Lopez,ARG,FW,0,0,0,0
12,Gabriel Martinelli,BRA,FW,0,1,6,1
12,Jules Kounde,FRA,DF,0,4,39,11
12,Marco Friedl,AUT,DF,0,0,4,1
12,Luka Vuskovic,CRO,DF,0,0,3,2
12,Noni Madueke,ENG,FW,0,3,36,7
12,Ollie Watkins,ENG,FW,0,0,0,0
12,Patrick Pentz,AUT,GK,0,0,0,0
12,Pascal Gross,GER,MF,0,0,0,0
12,Nathaniel Brown,GER,DF,0,2,45,16
12,Marcus Thuram,FRA,FW,0,0,0,0
12,Alessandro Schoepf,AUT,MF,0,0,0,0
12,Youri Tielemans,BEL,MF,0,7,37,4
12,Harry Kane,ENG,FW,0,8,68,9
12,Axel Witsel,BEL,MF,0,0,0,0
12,Pedro Neto,POR,FW,0,4,22,1
12,Leandro Trossard,BEL,FW,0,12,51,5
12,Luka Modric,CRO,MF,0,14,25,6
12,Sander Tangvik,NOR,GK,0,0,0,0
12,Kristijan Jakic,CRO,DF,0,0,0,0
12,Mario Pasalic,CRO,MF,0,5,15,7
12,Ivor Pandur,CRO,GK,0,0,0,0
12,Bruno Fernandes,POR,MF,0,10,74,10
12,Petar Sucic,CRO,MF,0,7,68,14
12,Jorgen Strand Larsen,NOR,FW,0,0,0,0
12,Julian Ryerson,NOR,FW,0,18,18,4
12,Nick Woltemade,GER,FW,0,0,0,0
12,Timothy Castagne,BEL,DF,0,6,15,5
12,Maghnes Akliouche,FRA,MF,0,0,8,2
12,Diogo Dalot,POR,DF,0,0,0,0
12,David Affengruber,AUT,DF,0,0,0,0
12,Fredrik Aursnes,NOR,MF,0,4,29,8
12,Robin Roefs,NED,GK,0,0,0,0
12,Charles De Ketelaere,BEL,FW,0,0,16,1
12,Malo Gusto,FRA,DF,0,0,1,1
12,Theo Hernandez,FRA,DF,0,18,23,4
12,Dayot Upamecano,FRA,DF,0,7,18,11
12,Carney Chukwuemeka,AUT,MF,0,4,28,1
12,Kai Havertz,GER,FW,0,7,61,9
12,Denzel Dumfries,NED,DF,0,18,30,2
12,Waldemar Anton,GER,DF,0,0,3,1
12,Andreas Schjelderup,NOR,MF,0,1,10,1
12,Vitinha,POR,MF,0,7,32,6
12,Noa Lang,NED,FW,0,1,4,1
12,Deniz Undav,GER,FW,0,5,32,6
12,Morgan Rogers,ENG,MF,0,1,16,2
12,Dodi Lukebakio,BEL,FW,0,1,12,0
12,Marin Pongracic,CRO,DF,0,4,2,0
12,Torbjorn Heggem,NOR,DF,0,0,9,3
12,Marc Guehi,ENG,DF,0,1,0,0
12,Francisco Trincao,POR,FW,0,2,12,1
12,John Mcginn,SCO,MF,0,5,89,3
12,Senne Lammens,BEL,GK,0,0,0,0
12,Sasa Kalajdzic,AUT,FW,0,5,15,0
12,Michael Olise,FRA,FW,0,11,86,5
